 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.960235675	0.03875719415	0.00100213691	3.742338e-06	7.48751e-07	3.53629015e-07	3.0092202e-08	3.522189e-08	4.121460595e-08
a	0.754472731667	0.197712294717	0.0441136118033	0.00368655728747	5.79148956667e-06	8.03133456167e-06	3.31246554667e-07	1.74840913333e-07	4.57248977617e-07
p	0.386381553556	0.546717084906	0.0619529072678	0.00491501292846	1.98725441889e-05	1.15298045206e-05	9.69408564889e-07	4.33945461111e-07	6.17616415872e-07
e	0.149437370852	0.806862821635	0.0417462157559	0.00192744178879	1.97265724963e-05	4.94896198353e-06	8.6639816213e-07	3.68597903837e-07	2.36343046957e-07
d	0.0626440046707	0.838928923878	0.0973601419186	0.00095343922793	0.000102338088599	7.21795980451e-06	3.07586556121e-06	6.86614484746e-07	1.85883260652e-07
ì	0.0221377569436	0.859569941293	0.11642605864	0.00172103392764	0.000132313544866	8.1343332115e-06	3.8139188024e-06	7.96606299582e-07	1.70982360884e-07
a	0.0115932113145	0.607440919431	0.37136424088	0.00806611017588	0.00145906461362	4.85073050138e-05	6.10418921613e-06	1.67763750045e-05	5.04216113429e-06
m	0.00713870322683	0.225456812144	0.725936430293	0.0137437457253	0.0248621173045	0.00275844127834	6.57973464054e-05	2.82052536682e-05	9.7010983781e-06
i	0.00287552609761	0.110526366715	0.791702143431	0.0592754809084	0.0318763074348	0.00364115441945	8.09828049951e-05	1.56726646894e-05	6.35379796603e-06
n	0.0016816696892	0.0594997225717	0.809683081144	0.0817491989695	0.0438426474783	0.00333391379982	0.000180603007858	2.33428430298e-05	5.84354349534e-06
c	0.00224482855307	0.0274803895239	0.878305937048	0.0396432809898	0.0487428196261	0.00329654552327	0.000224027447286	4.38570350099e-05	1.83037424984e-05
i	0.00243045071769	0.0149088437413	0.923899789016	0.0364426263299	0.020948798342	0.00123084563109	8.56509119287e-05	3.37956550033e-05	1.91175456995e-05
à	0.00341035037256	0.00785187238043	0.681663503005	0.26156137211	0.035559912114	0.0098823107437	4.28366278096e-05	1.77436590011e-05	1.00305477665e-05
e	0.00490602379085	0.00580058829348	0.324857591002	0.552769724037	0.093188502038	0.0183917385812	5.51260416032e-05	2.28930630004e-05	7.78605198883e-06
n	0.00431822076362	0.00364553493116	0.143297524667	0.445819234679	0.275500930679	0.12466574986	0.0024902394572	0.000211953018667	5.06050540629e-05
i	0.00318324038787	0.00209437441039	0.055937840889	0.248118484893	0.51510763356	0.171672520953	0.0035193668024	0.000300784052889	6.57322653543e-05
n	0.00191165739596	0.0013317610368	0.0228312881963	0.196419424964	0.548075727853	0.219860471318	0.0086021541508	0.000794450930963	0.000173013422451
d	0.0176712272653	0.00480925971227	0.110275375632	0.104389920455	0.456839092618	0.254483990439	0.0167385353836	0.0289594296103	0.00583313095082
ì	0.0237141748218	0.00706177707076	0.142990704044	0.0566535789517	0.341415454206	0.36688600348	0.0156447774612	0.0380173928701	0.00761613792694
n	0.0158539563406	0.00412282082359	0.052727710048	0.0879282729839	0.178895121402	0.614847067827	0.0160608874871	0.01568268329	0.0138814702523
n	0.0789136127802	0.0125405712412	0.073910233216	0.0932743126613	0.196039143801	0.499496305942	0.018024346829	0.00856311066333	0.0192383677508
u	0.111662345593	0.0348623870804	0.0935978644053	0.0839929125538	0.279145001267	0.336441495314	0.0401222012763	0.00918688178778	0.0109889259169
t	0.0557663461867	0.0314821375341	0.0442437530818	0.0671567359513	0.248863030422	0.310710928438	0.226625040425	0.0100379435959	0.0051140928623
t	0.0186414198546	0.0105945458287	0.0174523523073	0.0233371569171	0.313129820141	0.216071624813	0.373286513475	0.023427805532	0.00405873561077
e	0.0075550342882	0.00385649699957	0.00895327130243	0.023673046139	0.29467582338	0.208206293604	0.375073844492	0.070730007844	0.00727612130359
m	0.0038356975314	0.00155585696319	0.00354168139414	0.028030891713	0.166845841127	0.205890751201	0.497371988164	0.0805816426147	0.0123455967679
a	0.00140763407913	0.000577372921063	0.00128189052471	0.017182587571	0.100263775709	0.149659523734	0.521140202721	0.185700424205	0.022786525256
n	0.000664040493043	0.000318301747021	0.00051882595157	0.00952815089033	0.0425185262363	0.118140924578	0.569772440907	0.224155828068	0.034382921752
i	0.000584724797681	0.00032347197234	0.00036984504719	0.00391384682011	0.0176598787454	0.063743907226	0.509868446969	0.362797166023	0.040738721584
c	0.000485690989227	0.000239717834113	0.000264478242397	0.0023606378967	0.00786548611513	0.0369203401087	0.40810144899	0.465634432008	0.078127791528
h	0.000410624353076	0.000136900438038	0.000418038387466	0.0017345222989	0.00526732553838	0.0280996220362	0.358584372997	0.394093670669	0.211254950509
ò	0.000494496451025	0.000145086189346	0.000555397695822	0.0020956838663	0.00395344967946	0.0149265370121	0.309501847666	0.423571690223	0.24475584017
t	0.00106871301701	0.000143160406449	0.000386942031941	0.00253972025543	0.00312527962649	0.0114904981374	0.317546022555	0.434338630074	0.229361036723
t	0.002809450239	0.000224628998816	0.000756286977314	0.00130253226514	0.00296022494216	0.00625709713247	0.180796277518	0.591680110025	0.213213426908
o	0.003387586813	0.00112028481294	0.00226555189244	0.000485265051713	0.00227759154739	0.00225688092649	0.083357384506	0.519659346675	0.385190156969
</S>	0.0028687761565	0.00191757150647	0.00336168719622	0.000286349800857	0.0013292828237	0.00115044585674	0.043302285253	0.323496838337	0.622286778484
