 	sicuramente	stanno	ancora	svegli	</S>
s	0.9094524	0.086153874	0.00140221025	0.002891164815	0.0001003136853
i	0.91472448	0.0830723676667	0.00105991506333	0.00110859893833	3.46531758333e-05
k	0.846146073333	0.150573655556	0.00091232780111	0.00218415350278	0.000183809032478
u	0.814136157778	0.182397713852	0.000718004947037	0.00251487873106	0.000233289032059
r	0.635264313926	0.355835779951	0.00486792136235	0.00394116327382	9.08501299197e-05
a	0.482530399309	0.505483393317	0.00752404945412	0.00441860274751	4.35254899266e-05
m	0.410753155103	0.551411647772	0.0170341034847	0.0205138935721	0.000287183361929
è	0.211253340368	0.739210899257	0.0232578998282	0.0259091931754	0.000368643317943
n	0.156103290123	0.795432853086	0.0238685786094	0.0229891997098	0.00160604493661
t	0.096676449041	0.852157404362	0.0266123785365	0.0224474354366	0.00210632794554
e	0.222116605347	0.711709324787	0.0544191511788	0.0108717853455	0.000883146548513
s	0.251996440249	0.544549964929	0.181981298726	0.0210686937818	0.000403622798504
t	0.0946071862163	0.615590411643	0.261560942909	0.0277972102606	0.000444255048501
è	0.0741491597388	0.520640470548	0.387204004303	0.0174456537535	0.000560725822834
o	0.0585857675796	0.247714007416	0.677237614768	0.0160718369178	0.000390737960945
n	0.0204677362599	0.113187249705	0.670610351589	0.193856895973	0.00187770546698
e	0.01036599182	0.068916944435	0.622178873863	0.291848615324	0.00668954915566
a	0.00717570580667	0.0246900254117	0.758310834621	0.201016971775	0.00880644585189
n	0.00335141008556	0.0102118469706	0.624018834874	0.352506323925	0.00991156875063
k	0.00283247997852	0.0069873322902	0.391887441625	0.570363441308	0.0279292532502
ò	0.00359622619284	0.00642854763007	0.332584237208	0.625016833769	0.0323741034167
r	0.00257924084761	0.00441087118669	0.327451289069	0.644962697923	0.0205958761389
a	0.00311857666587	0.0035317630389	0.214253369356	0.523192362641	0.255903904713
a	0.00311958238796	0.00301837737697	0.0798406091187	0.52191395088	0.392107468238
t	0.00105576877145	0.00112523855632	0.0428955393729	0.735682103627	0.219241316079
s	0.00035662982945	0.00049327784044	0.0343391571243	0.857861904542	0.106948986026
ù	0.00014690835465	0.000193689235813	0.0203690370414	0.843803918181	0.135486436009
n	7.644102965e-05	8.83192166043e-05	0.0100747367805	0.85123960606	0.13852091767
n	3.518626265e-05	4.68732095348e-05	0.00666470552683	0.917817055353	0.0754361815567
i	2.675250155e-05	3.55316391783e-05	0.00373622394228	0.760637758451	0.235563713852
t	1.64685792833e-05	2.24108807261e-05	0.00201100271409	0.700633862817	0.297316244617
i	1.58368321944e-05	1.75060435754e-05	0.00122780186803	0.534916401939	0.463822428206
</S>	2.29071925972e-05	2.02389492877e-05	0.000647534179015	0.27200428747	0.727304999103
