 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.85943635	0.0893734025	0.050391997165	0.0002439575985	0.000493194075	8.550906915e-06	8.48046928e-06	4.015021165e-05	1.188637805e-06	2.25586e-07	1.52429263e-06	2.165882045e-07	2.97362148e-07	5.26539438e-07
n	0.548239194	0.356215320833	0.092519859055	0.00193502115283	0.000708357391667	6.6175198305e-05	4.13417630933e-05	0.000255682307217	1.15315795017e-05	3.3341719e-07	5.80733074333e-06	2.32054056833e-07	5.78325772667e-07	5.77781062667e-07
ì	0.188317397167	0.717883350278	0.0904364740183	0.00243609125761	0.000470947255222	8.05631845683e-05	4.73448730644e-05	0.000306166717739	1.42754153806e-05	2.24877637333e-07	6.27542514611e-06	9.64448402777e-08	4.83286071222e-07	2.72351863222e-07
c	0.065614730289	0.824967483426	0.107369239006	0.00167100542587	0.000217597499741	2.84373258228e-05	1.65658165881e-05	0.00010748270938	4.89641310687e-06	8.0116294911e-08	2.1395496537e-06	3.42175993926e-08	1.67936843407e-07	1.01693839407e-07
h	0.0224976279097	0.834332084475	0.141381776335	0.00161395510862	0.000118613608247	1.04655113643e-05	5.83952201803e-06	3.70196642e-05	1.71495458129e-06	2.92878271037e-08	7.33793797667e-07	1.28097472309e-08	6.2413906469e-08	4.76217391357e-08
e	0.00930876251657	0.633977681492	0.350636912112	0.00561059620287	0.000381033654416	1.59519963781e-05	9.65952129468e-06	5.765500434e-05	1.03800327276e-06	3.73621577012e-08	5.64198855656e-07	1.20271015436e-08	3.50159724897e-08	4.43879803786e-08
t	0.00470400803619	0.308626145831	0.612046524037	0.0733419400676	0.00114195948481	4.07746464594e-05	1.62168664316e-05	8.03571081133e-05	1.25507205759e-06	4.13085214004e-08	6.65058101885e-07	1.13852524479e-08	2.91764804966e-08	3.25967635929e-08
o	0.00197075767606	0.145107558944	0.674969161346	0.167152580023	0.0105507402949	9.69352074865e-05	3.04199628105e-05	0.000119821252704	1.26875935253e-06	2.31816106335e-08	5.80450380628e-07	6.14948008263e-09	2.50878631655e-08	1.01597373998e-07
r	0.00107230179202	0.0711606379813	0.599238073782	0.295267210008	0.032050569765	0.000691024222496	0.00013683579327	0.000353928104235	1.84738074508e-05	3.10867983211e-07	1.02380873735e-05	3.80504256942e-08	2.09599708722e-07	1.28065611999e-07
ì	0.000547266230673	0.0451292313271	0.414543667927	0.345106520003	0.192364753255	0.00166114077417	0.000229062494423	0.000380358568078	2.38990633903e-05	4.05260026404e-07	1.32970098195e-05	4.75343923647e-08	2.65128884241e-07	5.9824051333e-08
s	0.00116349907689	0.0303453277757	0.342325372642	0.382483890001	0.241747845085	0.00158544709139	0.000169412808808	0.000163665339359	1.00860217034e-05	1.80983077468e-07	4.8216395015e-06	3.82221112549e-08	2.74900962747e-07	1.06675770444e-07
o	0.00425620002563	0.0158759115919	0.245316828047	0.374894016667	0.339339449028	0.00669795879713	0.00328816676694	0.0102042853965	8.54843329011e-05	7.60643595823e-07	3.78333613672e-05	1.81434393752e-07	1.66380870758e-06	1.19709270015e-06
n	0.00483727824188	0.00822672556397	0.094536459849	0.280560545556	0.577157539676	0.0148775572657	0.00529853438898	0.0143118751322	0.0001285309923	1.46758493194e-06	5.83615321224e-05	4.49592341251e-07	3.06112283586e-06	1.54523001338e-06
t	0.00201389602063	0.00707356688799	0.109209966616	0.381243935185	0.471697229892	0.0199623250886	0.00311729052966	0.00558284934407	6.48806686e-05	1.21517969065e-06	2.96251549408e-05	4.15802517084e-07	2.19355093529e-06	5.8920729846e-07
a	0.000950145213543	0.00681065822933	0.105206111539	0.418653578395	0.440555583297	0.0236843863629	0.00201797544322	0.00208326611469	2.56695245e-05	6.1491089355e-07	1.07651995469e-05	1.69901681361e-07	8.24691859763e-07	2.7278552682e-07
t	0.000558983151181	0.00340325387644	0.045797496513	0.331678326132	0.549522841099	0.0626325034543	0.00502762248107	0.00130613107156	5.36973566333e-05	3.45836748118e-06	1.4216907849e-05	3.2043631612e-07	9.39882111254e-07	2.1337892894e-07
a	0.000233217380394	0.00197325407215	0.0234866593443	0.216618462377	0.633178247033	0.109284367818	0.0133760211604	0.00176504719052	6.37516035444e-05	4.38463267706e-06	1.51012046163e-05	3.64095321707e-07	9.50832775085e-07	1.46753806313e-07
s	0.000145962340131	0.00095113790405	0.00886812862143	0.096729064459	0.642695595678	0.211508645939	0.0342049067201	0.00459356323017	0.000244011285848	8.71783557569e-06	4.80088475388e-05	6.26393006902e-07	1.5301981297e-06	9.41483121043e-08
ì	0.000105255720044	0.00068655840135	0.00389152945381	0.0474068374197	0.595551045226	0.27764452198	0.0647717939067	0.00955208074339	0.000317675442949	1.02870911152e-05	5.99085745129e-05	7.15287315634e-07	1.72063451157e-06	6.48806998681e-08
n	0.000254553193348	0.000439363333783	0.00157242103127	0.0228345384066	0.659657415075	0.239157753993	0.0674085546356	0.00849555438113	0.000148217515316	6.3954466284e-06	2.2692341171e-05	7.17917918545e-07	1.52652027219e-06	2.39765875789e-07
n	0.000818255874449	0.00205942694459	0.00111198244376	0.0282834438022	0.670177771692	0.227673897998	0.0642488848785	0.00549405586038	0.000106999265105	6.4028506428e-06	9.59838999033e-06	8.31153439515e-07	1.7073229674e-06	6.70332179193e-06
e	0.00116585302482	0.00400505658153	0.00072608377792	0.0257192340341	0.463393277231	0.337353639333	0.154178818293	0.0125079865535	0.000828509428368	1.41143823143e-05	9.54298419301e-05	5.96128213172e-07	2.33705879913e-06	9.05823286398e-06
f	0.000822838498273	0.00285572108051	0.00034643799264	0.0116901374447	0.233099589077	0.485700479778	0.248434756098	0.0148493369845	0.00187616950946	0.000114487052105	0.000185239380643	7.26979667106e-06	1.3692285833e-05	3.82565312133e-06
a	0.000371222142758	0.000991780462837	0.000190684618747	0.0055041388949	0.139415527026	0.424635276593	0.383196602033	0.0425584944615	0.00279240983649	0.000157672627368	0.000158856560214	9.31645951702e-06	1.6265202711e-05	1.73277457711e-06
t	0.000140581333253	0.000350991884612	7.23087327823e-05	0.0021944386883	0.0639772926753	0.383566225531	0.469523930678	0.0716828561538	0.00796242027883	0.000386957339123	0.000129355496738	4.17413406567e-06	7.79323167033e-06	6.5288713537e-07
e	5.73812964177e-05	0.000138961134871	3.19851079274e-05	0.000959192249433	0.0327725982251	0.405032941844	0.463211703559	0.0856854067179	0.0115298654263	0.000473724916374	9.87862855793e-05	2.45546456356e-06	4.74801181678e-06	2.34739343123e-07
s	3.52994698059e-05	7.8813104957e-05	2.18429866425e-05	0.000488175559811	0.025932223075	0.341734470615	0.45904856452	0.147784593573	0.0235391728088	0.00113223330879	0.000194109905193	5.30306946285e-06	4.89268019893e-06	2.94596216041e-07
m	0.000376699574602	0.000439496469319	7.44369378808e-05	0.00119862521994	0.018552299925	0.243619880205	0.484228971507	0.190965071191	0.0574866209363	0.00256696010293	0.000368326481731	2.31815011543e-05	8.00177383996e-05	1.9385644182e-05
à	0.000500858217201	0.000589500463106	8.45184683603e-05	0.00155836593998	0.00954252910833	0.142762126735	0.600053337169	0.18888408373	0.0534138501454	0.00216440869431	0.00029357935791	2.47297266448e-05	0.000102184599567	2.58875465273e-05
n	0.0012810214314	0.000484384377702	0.000178053551853	0.00199386677999	0.00901058876944	0.0985499755783	0.681715859056	0.181476674577	0.0226729238818	0.00232649792477	0.000141544316637	3.82950738083e-05	6.54756899557e-05	6.48180686424e-05
t	0.00170841341047	0.000992880609234	0.000232732130618	0.00222852643666	0.00808085188981	0.0668342918594	0.586501366352	0.313832818192	0.0169094852939	0.00241662193159	8.5630519879e-05	4.31614053694e-05	5.31053823519e-05	8.01383300475e-05
e	0.00121238830349	0.00483076956974	0.000150932366873	0.00151636802222	0.0046479231966	0.0489706772865	0.485484068784	0.363065742731	0.081377345098	0.00662254673386	0.00200020796763	2.81844848898e-05	5.88175598173e-05	3.40755765158e-05
ì	0.0013475968345	0.00825411785658	0.000126484336958	0.00127506730741	0.0030580242322	0.0395978870955	0.465300056261	0.33747223091	0.129962561699	0.010392210778	0.00310361578921	2.44578132966e-05	6.28478672058e-05	2.28751758386e-05
c	0.0009969519215	0.00550988045886	9.0250826986e-05	0.00074979941047	0.00215382484407	0.0322116620318	0.420587308754	0.401455623637	0.1237549239	0.0104898214593	0.00191184452974	4.37791784322e-05	2.87574940019e-05	1.55969822795e-05
h	0.000428953037167	0.00195956940962	5.54038023287e-05	0.00035732210149	0.00122484169136	0.0234822372439	0.305075556251	0.527807987879	0.129823477967	0.0085150489531	0.00119578505325	4.94364073774e-05	1.57481572006e-05	8.62131989317e-06
e	0.000332544875722	0.00172308028654	3.08002394429e-05	0.00023982931383	0.00056265934712	0.0102929185813	0.146599806417	0.47440510596	0.331658709322	0.0305934071177	0.00343461876108	5.94842590258e-05	5.73299672669e-05	9.67248376439e-06
a	0.000718512568574	0.00290414932885	5.20705171476e-05	0.000247152601277	0.000382535875707	0.0049235852271	0.0715571698057	0.21203637532	0.536042806441	0.160265682373	0.0104444959204	0.000180932219675	0.000212331642422	3.21949585881e-05
n	0.000717392236191	0.00233886883828	6.22652063825e-05	0.000205763350759	0.000270767631902	0.00263015540903	0.0370915346019	0.0961621681067	0.557587842147	0.287476987458	0.0137983339735	0.00124424035656	0.000365475400807	4.8236186196e-05
o	0.00030910821873	0.00105979094143	3.75638447942e-05	0.00011886929392	0.000171334093967	0.00141124082634	0.0200788787673	0.0472512350356	0.513455484049	0.340308289153	0.0732503376578	0.00211029475219	0.000401292273602	3.6311585732e-05
ì	0.000297149289577	0.00160428068048	2.63518352647e-05	0.00015146073464	0.000192982921322	0.000815958545447	0.0103575638224	0.0439456343452	0.488676744683	0.330395333051	0.121644599219	0.00156223638406	0.000302870217867	2.6830763244e-05
s	0.000293382719859	0.00152900626449	2.29772527549e-05	0.00013012337488	0.000178456957107	0.000752324595149	0.0113805762741	0.0693381514484	0.517718448228	0.270565881017	0.123173113073	0.00456645436135	0.000266452925956	8.46674820813e-05
o	0.000942912539953	0.0174364078592	0.000208535142252	0.00106183525163	0.000504613542369	0.00118961013172	0.0103350598914	0.0584343014828	0.362516116076	0.303171863672	0.206081034358	0.0316997344538	0.00600720470865	0.00041075865736
n	0.00116942303998	0.0227327707131	0.000266632190917	0.00136552255821	0.000598252954123	0.00106967159391	0.0045701510638	0.0231892096943	0.196217808692	0.395358097891	0.268352814786	0.0755932481513	0.00887649956955	0.000639841285787
t	0.000460761798327	0.00759683848837	9.46190083723e-05	0.000462350058403	0.000204751301374	0.00040283994797	0.0020477419546	0.0131776227648	0.308605089564	0.318024489297	0.261924068262	0.0773032493838	0.00807397352318	0.00162154079526
a	0.000203656592442	0.00273918695346	3.73457430241e-05	0.000178813372801	8.30356317913e-05	0.00019805947599	0.00132006617153	0.0110517402549	0.353324949855	0.276316039766	0.287725906087	0.0548694971279	0.00890717094106	0.00304448013175
k	0.000108004080481	0.00110929479559	1.84754906747e-05	8.2888464267e-05	4.37974115971e-05	0.000118276101997	0.000953641377177	0.0070934464183	0.256189793285	0.354393786589	0.274872662029	0.094758986376	0.00770192064702	0.00255502767725
a	7.73438051603e-05	0.000618496042963	1.48881448916e-05	7.33986594223e-05	4.23222168657e-05	9.72664673323e-05	0.000704461492392	0.00416292753943	0.177712383762	0.311884792196	0.32931020401	0.148520225459	0.0240132867823	0.00276801962575
ì	0.000461221498387	0.00265498688099	3.06547672972e-05	0.000245497373141	0.000182062098955	0.000277145239111	0.00120524429746	0.00906914191314	0.0950829339207	0.235084974065	0.492231691337	0.125920286153	0.0321419692608	0.00541220030858
c	0.000581264142796	0.00309453060333	3.68517277657e-05	0.000264493047714	0.000207334397318	0.000305819339037	0.00131497445915	0.0106085479377	0.0692006523069	0.185314871355	0.540780287112	0.147812843051	0.0339169927536	0.00656055576953
h	0.000429985924265	0.00134076546411	5.00605079219e-05	0.000186694772571	8.36343057727e-05	0.000205723152346	0.000640256429717	0.00506303427923	0.0501648251023	0.115294701785	0.597595729037	0.142491809684	0.0721563842512	0.0142963929232
e	0.000544017608088	0.0031511153747	6.1318738974e-05	0.000271129567524	7.71935942576e-05	0.000227002930782	0.000439509129906	0.00352145009308	0.0357790293674	0.054224364595	0.546302003012	0.134282651895	0.11771404475	0.103405162308
n	0.000458002529363	0.00345873661557	4.33267593247e-05	0.000213608924508	6.58869150859e-05	0.000149868699927	0.000265802660969	0.00202476920436	0.0174481107891	0.0521873175317	0.340320514337	0.340511593965	0.11770088825	0.125151610103
a	0.000326788479788	0.00289482236252	3.77814237749e-05	0.000188868083503	6.04657086953e-05	0.000109807262976	0.00015486407799	0.000845919524787	0.00774125259637	0.0420123385106	0.190518072112	0.405009174655	0.130890166083	0.219209716034
v	0.000231634973263	0.00270892658751	4.29184822583e-05	0.000182453817501	5.97532822318e-05	9.58008766587e-05	0.000119666571663	0.000454539291596	0.00351220763212	0.0236390158369	0.0944488823707	0.428874711552	0.177769558694	0.267859953345
r	0.000118401557754	0.00091761146617	3.05513735528e-05	7.09811038337e-05	2.36766544773e-05	4.11659978862e-05	5.75859655543e-05	0.000234482963865	0.00259882144404	0.0185610749456	0.0652626524569	0.506594303851	0.276685899565	0.128802850448
è	5.90199445847e-05	0.000365440305723	1.24310711843e-05	3.23706662779e-05	9.93318112577e-06	2.24499306287e-05	2.83680695181e-05	0.000136493701288	0.00275482378135	0.0123021489819	0.123092614819	0.36471266795	0.423597599855	0.0728737024827
t	0.000111644903528	0.000201593085241	2.02178105948e-05	3.69410887593e-05	7.85433794192e-06	2.35472935429e-05	2.4012770506e-05	0.000103128440429	0.00200457420378	0.0085855424273	0.158509971606	0.216213199317	0.491846409952	0.122311418494
s	0.000344488394509	0.00030036536508	5.75887145316e-05	0.000120268249586	1.4458389314e-05	5.69108098476e-05	4.41535691687e-05	0.000171179753476	0.00177046001126	0.0052759389091	0.138859857202	0.126202148439	0.571382363317	0.155399859498
i	0.00042249140817	0.00172441348836	6.69940748439e-05	0.000221808276529	4.05275607713e-05	9.40749919492e-05	7.70804663896e-05	0.000276857787825	0.00170114403709	0.0029333018197	0.103295828401	0.064400134813	0.486081631106	0.338663723166
</S>	0.000335667069085	0.00298852074418	5.0763682422e-05	0.000249746238264	6.02402203857e-05	0.000102058123975	9.24046881948e-05	0.000309741578912	0.00124923631854	0.00192725418485	0.0580724532005	0.0496496574065	0.325118205553	0.559794061583
