 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.89204261	0.097487757	0.001520258883	0.0029663693715	0.00497506095235	0.00100588698735	7.530301075e-07	1.268138405e-06
à	0.62025583	0.358285175667	0.00743307752767	0.00608094565717	0.00658743551745	0.00135435446245	1.23133593583e-06	1.96740796833e-06
b	0.290102	0.686619525222	0.0134087391759	0.00525285871906	0.00381301940982	0.00080070520885	1.78972604528e-06	1.39783561711e-06
b	0.1869691	0.781853641741	0.0263215257253	0.00244807310635	0.00180612954061	0.000493744924317	2.83515018151e-05	7.94505301667e-05
e	0.15717421	0.71073110058	0.0877273785751	0.0407783764021	0.00256166971354	0.000873427841439	4.0790093105e-05	0.000113070560056
t	0.0812339447667	0.56941588686	0.288904669525	0.0572970454674	0.00230839669118	0.00077514863948	1.96058332017e-05	4.5321160102e-05
o	0.0299530170222	0.37166762562	0.398519076508	0.198401899822	0.00115501258373	0.000278653244827	8.8767156339e-06	1.58230204507e-05
u	0.0131015213407	0.186210241207	0.325224702169	0.473005366607	0.00231057449458	0.000132602166276	8.2936001113e-06	6.6767777169e-06
k	0.00641025151357	0.0845028857357	0.385366440723	0.513879288869	0.00879121106486	0.000813649134092	0.00022013615837	1.61065084723e-05
o	0.00372587413786	0.0409062104452	0.339316020241	0.598095549623	0.0165195676883	0.00113035562803	0.000287391691257	1.89966051241e-05
r	0.00210767596262	0.0199523905151	0.26646089008	0.672416413208	0.0359004958961	0.00262989519268	0.000444890485552	8.7368962008e-05
a	0.00133696853754	0.012269287205	0.23229044536	0.660530281069	0.0878196352987	0.00514369506423	0.000499132200851	0.000110610765836
s	0.00122639811251	0.00646930546833	0.130100368787	0.65752709369	0.173110658433	0.0304387955214	0.000967778439284	0.000159629110445
ì	0.00112245737084	0.00403052084278	0.089366914929	0.528688764563	0.279738412811	0.0956919585071	0.00117937650309	0.000181581782815
u	0.00462599105695	0.00213086433426	0.037473785643	0.364900381521	0.47176350427	0.118196912836	0.000715818774363	0.000192736783605
è	0.00620581688565	0.00147634747809	0.0178504585477	0.198813250507	0.501249634757	0.272502494279	0.00165849034145	0.000243507794535
n	0.00363967332855	0.00086182041603	0.0108008799159	0.0955812765023	0.353444711586	0.515147091426	0.0103184141138	0.0102060832882
a	0.0614910186095	0.0163808499287	0.0178342127053	0.0586283451674	0.252819557195	0.523094943809	0.0394784320379	0.0302725634294
n	0.0809204477365	0.0216551090762	0.0195955107351	0.0457341960558	0.133132722398	0.43387268127	0.173081302013	0.0920080124765
e	0.0288142375455	0.00772840529207	0.0083029223117	0.0180048735853	0.0487838768327	0.279890098423	0.422340100671	0.186135480826
à	0.0122859037818	0.00305435549736	0.00377686397057	0.0079307490951	0.0196160153109	0.120057427474	0.50732330689	0.325955366942
s	0.00600117005893	0.00129065649679	0.00208682504019	0.00415979056503	0.012242019437	0.0880931158247	0.586600842297	0.299525571647
p	0.00239433175131	0.00046537541993	0.000931738363397	0.00153443290834	0.00688846908757	0.0592886674416	0.787963547432	0.140533396549
r	0.0011636389441	0.000172320069643	0.000504560867799	0.000551574887113	0.00232639698942	0.0201008641139	0.895460895811	0.079719716183
o	0.0004812942417	6.51677375477e-05	0.0001948393026	0.000195179041871	0.000833584621473	0.0072456631713	0.678793918604	0.312190332728
</S>	0.00036946262085	4.19782807739e-05	0.0001189789513	0.000105028543685	0.000460237720737	0.00398870008565	0.424637969302	0.570277616364
