 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.9844368	0.01518808409	2.00164895e-05	0.000209299535	0.00013317863012	1.19580844e-05	1.884343603e-07	2.73313058e-07	1.48114252e-07
e	0.720270926667	0.27874112603	0.000627877328167	0.0002131279015	0.000133476228473	1.27690721333e-05	1.94074684433e-07	2.67165591e-07	1.86289457333e-07
f	0.382942765556	0.60473584201	0.00108263122272	0.010048160877	0.00102072134792	0.000146492559711	1.72940789258e-05	4.73031796867e-06	1.35855673244e-06
ò	0.227893098519	0.706801767337	0.0504209420209	0.013345343509	0.00131736467874	0.00019047361787	2.30013117036e-05	6.22289782756e-06	1.77757582415e-06
r	0.108936119173	0.818530775779	0.0670212328736	0.004980082653	0.000454109582347	6.684091759e-05	7.83553630287e-06	2.12087854385e-06	8.78938954717e-07
s	0.072743219391	0.895319191926	0.0240378561579	0.007608109151	0.000234922644116	3.92291028633e-05	3.49406277429e-06	1.64230357795e-06	1.23364340849e-05
i	0.10345991313	0.694835310642	0.188354748386	0.010611229717	0.00130970243804	0.00137279108429	1.75328265914e-05	9.52281915932e-06	2.92303193616e-05
è	0.0847296379433	0.342644333547	0.561097782795	0.008010629739	0.00164060706601	0.0018187464401	2.20249428638e-05	1.14525924198e-05	2.47539343539e-05
n	0.0296437038811	0.148230521182	0.525397789265	0.29411232308	0.00190823747534	0.0006651262587	2.05823236213e-05	8.84757317327e-06	1.28608173513e-05
a	0.0612420289604	0.0934686070607	0.404088724755	0.397808028027	0.0350580362584	0.00811446111957	0.000151334565207	4.85256583911e-05	2.02455104504e-05
m	0.0716968644868	0.0588580003536	0.356073546252	0.444459893009	0.0567106634195	0.0114622452399	0.000406600641736	0.00025914878613	7.30056534835e-05
b	0.0250975981289	0.0360877414512	0.131384792417	0.744977824336	0.0537629024732	0.0077704466133	0.000491142087245	0.000341448095377	8.61071628278e-05
ì	0.0093980908763	0.0246158122504	0.321707436472	0.593672208112	0.0442135231577	0.00585797293777	0.000316428509082	0.000179122773792	3.94469956093e-05
k	0.00605228465877	0.0142494458501	0.410935575491	0.536222709371	0.0243732280526	0.00562690104592	0.000418601863027	0.000151893939931	0.00196937427487
e	0.100788899553	0.0356019032834	0.175714452497	0.468712283857	0.159847094018	0.054352833682	0.00174778267434	0.000518158839977	0.00271656068496
à	0.145336412184	0.0458835687611	0.0772751461657	0.163896984352	0.367380068006	0.196229697894	0.00234446872478	0.000576053103326	0.00107756676499
t	0.0641721589797	0.022066700147	0.0336369544219	0.092972603784	0.550648602669	0.233828639298	0.00202616750826	0.000221584149442	0.000426581159797
t	0.0228355187116	0.00909517477567	0.012188776895	0.0659096392613	0.553100674223	0.334830646433	0.00178745000275	9.46841634807e-05	0.000157436051399
i	0.0126743670372	0.00634272509189	0.00428725011933	0.0247514341204	0.323500639741	0.616038148811	0.0120229323009	0.000252033476494	0.000130484280466
f	0.0078912989484	0.00383618328063	0.00173396664644	0.0126756414068	0.189352254914	0.69763859627	0.0827448691003	0.00394675575883	0.000180485133489
i	0.00282389105213	0.00136081221688	0.00088527854548	0.00831124735893	0.120729237638	0.634423145423	0.217496323033	0.0117735675863	0.00219654349116
n	0.00120830451738	0.000689371832293	0.000542958188493	0.00416632394298	0.0586123268793	0.575151748474	0.335366574344	0.0208230761954	0.00343933076372
è	0.000726827139127	0.000658513230764	0.000356281246164	0.00273819902833	0.0420185529598	0.520706416158	0.381883481448	0.0486081297318	0.00230361935457
s	0.000737046479709	0.000998414010255	0.000296946362055	0.00276302189011	0.0279709276533	0.443288412053	0.407386583816	0.106862628577	0.00969605715152
t	0.0060046096599	0.00381312153675	0.000139382366352	0.0028916652067	0.0194181235511	0.491998310684	0.351034701272	0.104126849526	0.0205732613838
r	0.0075929227733	0.00437877051892	4.86121210507e-05	0.00154381591223	0.0161566931837	0.595002646895	0.303880110424	0.0550731431753	0.0163232840613
a	0.0056052298111	0.00321619051297	7.12560269502e-05	0.00100790832074	0.0098486135479	0.398830565632	0.293078053475	0.103348594392	0.184993577287
o	0.00492820133703	0.00276748965766	8.12168296501e-05	0.00044848944358	0.00356642550263	0.141186749544	0.262251031158	0.323104364797	0.261666037762
l	0.00172369035734	0.00102918081255	3.09481419167e-05	0.000257724529527	0.00137889440088	0.0538708441813	0.364293847053	0.447130004932	0.130284883254
à	0.00083761854078	0.00058232101085	2.70731843389e-05	0.000126807151009	0.000741494200293	0.0232730304271	0.338482132351	0.537263368311	0.098666141418
d	0.00054006115926	0.00043544285595	2.55037743796e-05	4.87358088363e-05	0.000397569999431	0.00876671627437	0.15433347945	0.76387042277	0.0715820554727
r	0.000769964988753	0.00035606633765	9.3068893932e-06	5.28898986121e-05	0.00027053181581	0.00454731972346	0.0752875698167	0.72715989759	0.191546471824
o	0.000948793269584	0.000374978005883	5.50151663107e-06	5.01184368707e-05	0.000230525113937	0.00315969192115	0.0427427861889	0.437751709197	0.514735903941
</S>	0.000633554744792	0.000266652092942	5.47800256554e-06	2.62846994353e-05	0.000125408494969	0.00166769818058	0.0216107704694	0.285198634599	0.690465521971
