 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.9953143	0.00464454003	1.3261807e-05	1.823006885e-05	5.50970291e-06	4.0219088955e-06	1.57770898e-07
i	0.844103953333	0.15344748101	0.00233756714133	9.57531596167e-05	1.03663271367e-05	4.09846572183e-06	7.67453089333e-07
ù	0.473867881111	0.49989260367	0.0257605187138	0.000456804079872	1.85714128789e-05	1.77250769728e-06	1.83082029644e-06
m	0.205797553704	0.749262931223	0.0419362429046	0.00288107489329	9.15858639596e-05	2.66088342658e-05	3.94922106548e-06
è	0.107585394568	0.705205463741	0.180022630968	0.0069990025311	0.000138609584653	4.35888734219e-05	5.24314658849e-06
s	0.0390869631893	0.630866587914	0.322180510323	0.00764925117703	8.98262148843e-05	9.51846031406e-05	3.16432055962e-05
a	0.0238480963964	0.495955649305	0.441322643441	0.0374094863923	0.00119707581829	0.000220596811047	4.64654235321e-05
è	0.0175237869321	0.237171328102	0.655425747814	0.0879420687974	0.00171758791943	0.000192810009682	2.67175075107e-05
n	0.00706379854403	0.117018069701	0.765512002605	0.107643436266	0.00208500495314	0.000497877149227	0.000179838973837
a	0.011793193948	0.0751105052337	0.574139207535	0.328374152089	0.00951609798438	0.000835990206409	0.000230844089279
v	0.0172987109827	0.0348856065779	0.277818815845	0.595187050696	0.0633510759948	0.0085604731588	0.00289824321109
à	0.0105799302022	0.015004687026	0.130600100948	0.721023050232	0.108054877332	0.0109503280129	0.0037870062452
l	0.0064770402754	0.010702014342	0.065648628316	0.764430483411	0.144134801111	0.00434970413097	0.00425733825657
i	0.0450026107585	0.015223102114	0.0500895474387	0.600192471137	0.274887297037	0.00978642054366	0.00481858348552
è	0.0593943439195	0.013593434938	0.0287466172796	0.365131683712	0.517432335679	0.0122903697812	0.00341123222851
n	0.0250226517732	0.006309379526	0.0122078045599	0.216993531237	0.716899715226	0.0135121988604	0.00905471807617
a	0.146874917391	0.013326618822	0.01147394852	0.134044359079	0.601805375075	0.0703103436201	0.0221644316921
t	0.186775310422	0.0154525160926	0.00986511216333	0.062007780493	0.320274318358	0.371254097873	0.0343708622307
a	0.0624728894323	0.00521345888943	0.00339751269444	0.023108304531	0.184933552786	0.666178799291	0.0546954874102
p	0.0210472639174	0.00180211714481	0.00124085142481	0.009923580257	0.124325684262	0.74884686643	0.0928136258034
p	0.0072089237458	0.000607999354603	0.000421837575603	0.003570344969	0.0551420540873	0.784625832143	0.148422981934
è	0.0025908765886	0.000290387439534	0.000348474362534	0.001779812693	0.0907336840291	0.720638534048	0.183618210645
t	0.00130193046953	0.000213200269845	0.000323265965178	0.001211728121	0.10688136101	0.653255748016	0.236812743548
o	0.00783046342318	0.000466994523282	0.000204893672726	0.000572690290333	0.0409630601533	0.441227330005	0.508734537849
</S>	0.0143881627116	0.000777173961641	0.000240100516363	0.000458349685166	0.0208804403017	0.234064701002	0.729191043924
