 	la	pasta	vuole	sale	</S>
i	0.79944675	0.18163554305	0.017773508724	0.00111546634	2.877629785e-05
p	0.582319103333	0.371534681017	0.0427795055747	0.00318526638	0.000181433309283
à	0.318459659444	0.604659390339	0.0735101951916	0.00315190335833	0.000218873033094
s	0.119424740148	0.81184695678	0.0673454327305	0.00130364570111	7.93016845313e-05
t	0.0447600199827	0.921311735593	0.0331373092435	0.000755344957037	3.56265826771e-05
a	0.0215777502609	0.713530735198	0.259156330414	0.00516279302568	0.000572408515226
t	0.0128808739536	0.326170691733	0.626025956805	0.0340962103419	0.000826298138409
è	0.0044972416512	0.122086480244	0.824392265602	0.048451869114	0.000572118712803
l	0.00216262198373	0.0468322470813	0.770141988534	0.180258782038	0.000604328650934
i	0.0485971766279	0.0231532760271	0.489151656178	0.399591847346	0.0395060461636
à	0.0647989830426	0.010995435609	0.231064205726	0.608424025782	0.0847173520545
l	0.0228611887602	0.004299168943	0.0927924455753	0.818496571927	0.0615505952848
a	0.0262330804994	0.00286744145433	0.0415195591918	0.648822260642	0.280557613028
</S>	0.0410157012497	0.00342592872717	0.0262166705959	0.400303155321	0.529038506514
