 	le	melanzane	vogliono	girate	</S>
e	0.94630162	0.048389001985	0.0047701832245	0.000533079364	6.09248865e-06
m	0.881480156667	0.111117590662	0.00682276690817	0.000562164029667	1.72998598833e-05
a	0.636169215556	0.358643006887	0.00491657423606	0.000252660031556	1.85326318278e-05
r	0.288513279019	0.707853822296	0.00348480944535	0.000126741188519	2.13515981426e-05
a	0.103925673506	0.888849374099	0.00708017008178	0.000122474597506	2.23459001809e-05
n	0.0412638558353	0.942599258033	0.0155131166939	0.000375921769169	0.00024790866286
g	0.0258244386118	0.948050419344	0.0242029465646	0.00153502538972	0.000387202274287
i	0.0208280238706	0.918559123115	0.0564271248549	0.00379887976324	0.000386832334762
à	0.0133852929569	0.841255024372	0.140277596618	0.00472235672108	0.000359714691587
n	0.0104214857523	0.617645384791	0.368021385539	0.00334871500703	0.000563067320529
e	0.156719877351	0.32218686993	0.45946119518	0.0528469034357	0.00878520734018
e	0.20502951795	0.13105786041	0.564802511727	0.0869483111452	0.0121618060467
t	0.06879270695	0.04889868557	0.801930560576	0.0605384337151	0.0198395709489
è	0.023109752	0.02065924079	0.883842710192	0.0466455345717	0.0257427136496
l	0.00792109508	0.00768236009667	0.914312116731	0.0550995481906	0.0149848548832
u	0.0167624605567	0.00513333193222	0.63087853891	0.20190989273	0.145315765294
n	0.0197504670056	0.00406855217741	0.35620137297	0.410460954243	0.209518635098
v	0.0104438354885	0.0017819550758	0.283256322323	0.450437908081	0.254079948366
o	0.00777620346283	0.00102244682527	0.137316269108	0.429424896027	0.424460156122
t	0.00318511213094	0.000482106388423	0.0653948153693	0.424564992009	0.506372968707
i	0.00119028840365	0.000202256835141	0.0397545238231	0.31951737067	0.639335589569
m	0.00048238970455	9.1617485047e-05	0.0153880396077	0.47318189689	0.51085606319
m	0.000757396221517	0.000121742882682	0.0223324015026	0.619211352297	0.357577104397
è	0.00309312327384	0.00100364638423	0.0384238161675	0.496975624099	0.460503801466
n	0.00385242672461	0.00126507134808	0.0306582957225	0.596094061366	0.368130157155
e	0.00884934377487	0.00177282376936	0.0140850520742	0.485829386789	0.489463409052
</S>	0.0149217483874	0.00283860053468	0.0086455342871	0.248974692894	0.724619429526
