 	Marika	è	che	si	sposa	domani	</S>
M	0.781942845	0.00760865115	0.0185266445	0.0450876885	0.0298699475	0.0795775277	0.03738674
a	0.851744901667	0.0126640777167	0.0248087585	0.0435261965	0.0177628926167	0.0279106929433	0.0215824258633
r	0.786507680556	0.0764160022389	0.0830205831667	0.0226989678333	0.0140201259889	0.00997965655777	0.00735690668443
ì	0.487153068185	0.179922977413	0.276550877722	0.0318873012778	0.0178439989963	0.00400987831926	0.00263187438814
k	0.315261017395	0.176967262471	0.437988012574	0.0301389851926	0.0358278639988	0.00277745067309	0.00103941467938
a	0.223404263465	0.22987155749	0.476642724191	0.0249560018309	0.0423327689996	0.00230240316436	0.00049028212646
è	0.097492453155	0.268191452497	0.50564047473	0.0316589109436	0.0929533473332	0.00324405702812	0.000819286585487
n	0.0748518820517	0.178349384166	0.50652182491	0.0502072619812	0.183846845778	0.00500882937604	0.00121397816183
a	0.0575511186839	0.158165411389	0.395231191637	0.0996335206604	0.282277198593	0.00481947502535	0.00232209745394
r	0.0289079806946	0.11995300213	0.264064990546	0.106632243553	0.460930086198	0.0149581503418	0.00455355641798
m	0.0146786562649	0.0626574243767	0.178094836849	0.133002494518	0.579490395399	0.0234291534473	0.00864707573933
a	0.00975141565497	0.0413443611256	0.0976892369497	0.149790778173	0.6644510118	0.0261874174824	0.0107857885798
s	0.00962341121832	0.0257390813752	0.108698396983	0.0899892820577	0.647502353933	0.104972314161	0.0134751478599
t	0.00852006560611	0.0166596789917	0.114428555661	0.0509312953526	0.453813951311	0.337041441387	0.0186050062866
ì	0.010966426402	0.0344593848639	0.0887761752203	0.106540227118	0.321029567104	0.404344187129	0.0338840357622
à	0.0128710188007	0.0401738386213	0.0717260027401	0.119587296373	0.216259675701	0.505308389043	0.0340737830874
v	0.0110499169336	0.0184919875404	0.0520679852467	0.059639462791	0.1359657969	0.701765273014	0.0210195581958
v	0.0100512054445	0.0114532580801	0.0484326534156	0.0470706959303	0.112475825633	0.727803891005	0.0427124553986
r	0.0095685542815	0.00836507826003	0.0349251728052	0.0357261903101	0.082370530211	0.763768530335	0.0652759217995
i	0.0120531210938	0.0143874037533	0.0313237609351	0.0365136261034	0.0592599484037	0.537869848445	0.308592263933
</S>	0.0129930730469	0.0202539168766	0.0300027454675	0.0404684970517	0.0488459117019	0.296965781722	0.550470056966
