 	dovevo	comprare	il	pane	</S>
ì	0.99236432	0.0024378315	0.0016043482	0.002560959505	0.00103257005
c	0.923419453333	0.0685582341667	0.0053589937	0.001514776205	0.00114858631667
h	0.658588131111	0.315061888056	0.0197030662333	0.001872768635	0.00477419397222
a	0.51389279037	0.453181722685	0.0240402200778	0.002930632545	0.00595465582407
n	0.475099713457	0.488260614228	0.0267942276926	0.00288748308167	0.00695796344136
a	0.296774319486	0.632668971409	0.0587794468975	0.00387583322722	0.00790143464712
a	0.148183355495	0.720395923803	0.119184375632	0.00712239760907	0.00511394171571
f	0.097531529165	0.513818196268	0.352428975211	0.0124335778697	0.0237877269052
o	0.0827561807217	0.269193570423	0.602755628404	0.0142538636232	0.0310407775351
r	0.0764055979072	0.219124896808	0.550214079468	0.0710757488744	0.0831796934117
à	0.0713376016357	0.208202332269	0.528438516489	0.0910772922915	0.100944242471
s	0.0437463562119	0.229329540756	0.635076705496	0.0518956400972	0.0399517064903
o	0.035297435404	0.185953060252	0.686827135165	0.0540302253657	0.0378921198301
t	0.0245892131347	0.109667826751	0.709471795055	0.115026563789	0.0412446149434
o	0.0183079590449	0.091596408917	0.601032765018	0.193644251263	0.0954186266478
t	0.0157488963483	0.0777268793057	0.410914991673	0.375323577088	0.120285662216
s	0.00973049564943	0.0485264354352	0.257067163891	0.588716939029	0.0959589774053
o	0.0115109907498	0.0461262064784	0.164457797964	0.527685549676	0.250219475802
m	0.0104395929166	0.0308215182595	0.100978577321	0.563504386559	0.294255951934
ì	0.00878473730553	0.0478334368532	0.0916692204403	0.611494982186	0.240217643978
</S>	0.0114079571528	0.0774053534266	0.11806068022	0.510899151093	0.282226871989
