 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.98202873	0.010978063	0.001415634	0.003461918175	0.000244108535	0.00022416451	0.000193923785	0.00039839792	0.000651351905	0.000403801925
ì	0.816120653333	0.175213346333	0.0038686727	0.00338287986167	0.000136066250667	0.0001220078311	0.000111307275	0.000270737165667	0.000468990248333	0.000305422792267
s	0.502793261111	0.451957615444	0.0290001200667	0.00853515752389	0.00213257095589	0.00266645733147	0.00115140469833	0.000811085614222	0.000654551006111	0.000297822731356
o	0.283079323704	0.528750515148	0.167714126689	0.0106277591746	0.00280834297863	0.00351540691266	0.00149892767378	0.000993496152741	0.000718083042704	0.000294064428252
n	0.146608551568	0.584696495049	0.249950655563	0.0112779767249	0.00213357888621	0.00243704677305	0.00108705199893	0.000851749598914	0.000505030974901	0.000451895393884
t	0.0711796851893	0.637236945016	0.249505208521	0.0221380082416	0.0038219773954	0.00447909792435	0.00343464999964	0.0035027204663	0.00195255431163	0.00274915456463
a	0.0591141260631	0.458127348339	0.437141159507	0.0256289697472	0.00323811004847	0.00389745169432	0.00363326933455	0.00387490543377	0.00218103229954	0.00316365072304
e	0.0369774054544	0.218979695446	0.653189219836	0.0838807235824	0.00132436524949	0.00132018810231	0.00122550131285	0.00130628103292	0.000736840815513	0.00105986266085
k	0.0152797522515	0.0913320361487	0.545077173279	0.337149044527	0.00793535573316	0.000621394942103	0.00050528661095	0.000556317310973	0.000402794451838	0.00114087877195
i	0.0168965810838	0.0710511237162	0.35754283776	0.527845464842	0.0242287869111	0.000402589560701	0.000266207311983	0.000305688758324	0.000293498163946	0.00116719731665
a	0.0152398972146	0.0536585342387	0.273555609253	0.627852341614	0.0285992739704	0.0003044644369	0.000121276343994	0.000129386272441	0.000116359724649	0.000422825584883
t	0.00780704359153	0.0279222987462	0.160481719751	0.731264120538	0.0667203329901	0.0014498403723	0.000195566362998	0.000288959879147	0.000449849724883	0.00342024261496
è	0.00718268259718	0.0295439339154	0.133882339917	0.621125700179	0.200007990997	0.00252346425743	0.000213823765666	0.000342762803049	0.000577443073294	0.00459986968832
r	0.00763131659906	0.0373737496385	0.131493849972	0.46187214006	0.347153916999	0.0101976020858	0.00130370415656	0.00044503496435	0.000476444466098	0.00205228521277
a	0.00963559353302	0.0329107152128	0.078886480324	0.29854297002	0.551968669	0.0241508833619	0.00187470656552	0.000493589126117	0.000433157792033	0.00110329892092
m	0.00723521884434	0.0175286115043	0.0359909257747	0.19413052334	0.581207313	0.154374795454	0.00639128796851	0.00145609619337	0.000670665924011	0.00101460732364
u	0.00409622111478	0.0206550826014	0.0842791272582	0.20980136778	0.383155254333	0.251142301818	0.0404694296562	0.00307163299779	0.000905188328004	0.00242438434121
i	0.00317097865493	0.0236706508671	0.114444390419	0.184894115927	0.366527061444	0.240023620606	0.0600657742187	0.00322508466593	0.000899535662668	0.00307878341374
n	0.00211056296831	0.013681160289	0.0608303201397	0.160898741976	0.346697607148	0.337825203535	0.0599847024062	0.00603659405531	0.00319459872089	0.00874054420458
ì	0.0059819659561	0.0124779264297	0.0378330730466	0.162699437325	0.242918129049	0.451199387845	0.0639966474687	0.0080420506851	0.0046279118403	0.0102235237349
c	0.0064822294787	0.0109895464766	0.0279575216822	0.117976909108	0.185817045016	0.531730695948	0.0939837524896	0.0135616680617	0.00554295504677	0.0059577396783
h	0.00345341658623	0.00802769382553	0.0239265512274	0.0956688463693	0.195426067005	0.527222485316	0.116075154163	0.0178178053539	0.00671250468226	0.00566948665943
a	0.00290242849541	0.00797382560851	0.0233632420758	0.0834697767898	0.174416979002	0.446852158439	0.223914891388	0.0233754604513	0.00735365722742	0.00637754288648
p	0.00151762789847	0.0053283402195	0.0123967712919	0.0408111235966	0.0754040020007	0.372833086146	0.428423963796	0.0419097744838	0.0104189014091	0.0109563862955
à	0.00129351919949	0.00416423942317	0.0090074826973	0.0398901991989	0.0598487963336	0.328411838715	0.467817381265	0.0620476414946	0.0170855964697	0.0104333154318
r	0.00128864759983	0.00615374297439	0.0105715878991	0.039855956733	0.0582033907779	0.304534926238	0.457684007088	0.0816000638315	0.0246679788232	0.0154397044773
o	0.00220631053328	0.0068461813248	0.00927789843303	0.0221688085777	0.031978172926	0.219963360413	0.442418872363	0.19293898461	0.0415692299411	0.0306321584924
n	0.00241849291943	0.00491761307493	0.00704423914434	0.0153330178592	0.0205873793087	0.151395768471	0.451981440788	0.26355780487	0.049896750647	0.0328674851641
t	0.00127229231481	0.00367315799164	0.0104367365814	0.0243151976197	0.0263496161029	0.117272696157	0.489662413596	0.230972624957	0.0447160102157	0.0513292590547
a	0.00099528173827	0.00336544869721	0.0107389047271	0.0237776182066	0.025922513701	0.0762344760523	0.382510591199	0.316676011652	0.0873545810719	0.0724245563516
s	0.000467827709423	0.00186588027907	0.00503186894237	0.0136642340689	0.0123668249003	0.0555021046841	0.311976167066	0.410463597217	0.127199505357	0.0614619901172
t	0.000210075133141	0.00134142853969	0.00554499348079	0.0162259966896	0.0117280156334	0.046894448228	0.327443322355	0.407071469072	0.114135570119	0.0694046847057
i	0.00017044986438	0.00129150514656	0.00560053126026	0.0138139395632	0.0116181384111	0.0345284857427	0.239061759452	0.403536933024	0.19322944004	0.0971488015686
n	0.000125135186793	0.000862547228853	0.00271073378675	0.00882313518773	0.0066879632037	0.0249212859142	0.136874695151	0.424553081008	0.301454580013	0.0929868338562
a	9.60027742643e-05	0.000654182446284	0.00168014076225	0.00773941879591	0.0061580012679	0.0204207639714	0.0922790343837	0.410228197003	0.352888310004	0.107855927952
g	9.61510600881e-05	0.000544428318761	0.00130504755408	0.0076503536653	0.00580803722263	0.0148777846571	0.0456606001279	0.319762012334	0.456815866668	0.147479699317
l	0.000113706085363	0.000781661219587	0.00143877998469	0.00915841438843	0.00367536680754	0.0115552668857	0.0364776560426	0.294029864111	0.508367052223	0.134402199772
i	0.000159575341788	0.000996735606529	0.00150657072823	0.00786797196281	0.00517332820251	0.0117009432952	0.0330409856809	0.28484173137	0.520112800741	0.134599306591
s	0.000245538463929	0.00102005433551	0.00146974294274	0.00755291732094	0.00565898940084	0.0119123750984	0.0301014845603	0.23235307379	0.55858943358	0.151096392197
ì	0.000384593904643	0.00130825041184	0.00197050734758	0.0103563704403	0.00968502880028	0.0165600696995	0.0343994078534	0.202574951263	0.592987111193	0.129773737399
a	0.000539110934881	0.00176331233728	0.00478367811586	0.0137852334801	0.0157010959334	0.0183317452332	0.0266726066178	0.155660027088	0.589368537064	0.1733946658
</S>	0.000629753992441	0.00207007166864	0.00722617955793	0.01551315274	0.0161702359667	0.0157626906166	0.0218117183089	0.130672018544	0.558753568532	0.2313906179
