 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.94587552	0.018243399	0.02960399335	0.000989820975	0.00051256668	0.000783416378	0.002360136235	0.00163111476
à	0.631747005667	0.0309019723333	0.33254020445	0.002578270175	0.000550548493333	0.000300162054667	0.000798182040767	0.000583649798333
b	0.260596960889	0.0866495574444	0.645583734817	0.00493298799167	0.000986981264444	0.000548166328222	0.000354849652689	0.000346795411111
b	0.158048200296	0.225366319148	0.604272931606	0.0103229088306	0.000880756324815	0.000655328172741	0.00021199077723	0.000241570092704
e	0.107455586765	0.360380693049	0.480799903869	0.0496403776102	0.000968481844938	0.00054190918758	0.000100460890743	0.000112533069901
t	0.083251050255	0.379371841016	0.45205134129	0.0815604392034	0.00193259358165	0.00112962749586	0.000309492185581	0.000393553679967
o	0.127425504752	0.371022517005	0.377041947097	0.119924273068	0.00207644732722	0.00158043123195	0.000454449825194	0.000474410903322
u	0.127165455917	0.271190469668	0.235507575699	0.361037351023	0.00220005960907	0.00235158457732	0.000354307908398	0.000193184931107
k	0.0511151579723	0.117515527889	0.2698198319	0.542804173674	0.00929530586969	0.00791240652577	0.000748824889466	0.000788751230369
o	0.0553227009908	0.102853639963	0.270869833967	0.540903964558	0.0157101172899	0.0118635395086	0.00139061099649	0.00108559284346
r	0.0617763253303	0.108480413321	0.269838764656	0.502302094853	0.0179757097633	0.0237683331695	0.00646207763216	0.00939631401449
a	0.0703452301101	0.109010541107	0.273843714885	0.450362254951	0.0408088425878	0.0347125930565	0.00836375897739	0.0125530649715
s	0.06676184637	0.0958677847023	0.248509494962	0.447997968317	0.0614876351959	0.0539623943522	0.0147697107591	0.0106431339572
ì	0.0563562651233	0.0716075209008	0.235019931654	0.462365226106	0.0673255293986	0.0796016677841	0.016485364953	0.0112384777524
u	0.0532322163744	0.0659116313003	0.129027589218	0.440416235369	0.1688900498	0.128774164261	0.00647523588433	0.0072728642508
è	0.0393028234581	0.0461590671001	0.0839792217393	0.40256771179	0.208945723267	0.19770513142	0.0153501391614	0.00599015865027
n	0.0315070069527	0.0362365667	0.0735077229131	0.305371587263	0.263975477756	0.244209460473	0.0409923220538	0.00419984105009
a	0.0170052181176	0.0222267435667	0.0430907396377	0.146655670421	0.260116412919	0.466360006824	0.0390890448846	0.00545619985003
n	0.0118825248392	0.0157625554556	0.0306576822126	0.079140784807	0.162485381306	0.602813518941	0.0895856858282	0.00767189618334
e	0.00932561507973	0.0126490467519	0.0256325294042	0.054233592269	0.129041114435	0.641275576314	0.110763024609	0.0170794842944
à	0.00984122635991	0.0117727170506	0.0164812564681	0.0373882930897	0.0551430634783	0.599353228771	0.250974944203	0.0190452441981
s	0.00539577661997	0.00742118881687	0.00920847968937	0.0271782050299	0.0318265858261	0.39702967959	0.513572481401	0.00836758709937
p	0.00228890330666	0.00453259473896	0.00550152592979	0.01755407201	0.0276341582754	0.27360543653	0.655908927134	0.0129743779665
r	0.00143133146889	0.00463078081299	0.00567614480993	0.0156206553367	0.0218178467585	0.182724982177	0.749075195711	0.0190230876555
o	0.00817969092296	0.011098429371	0.0118180459366	0.0191743474456	0.0222783389195	0.208774224059	0.55581847357	0.162858498885
</S>	0.0150301854615	0.0167007921855	0.0171287089683	0.0230979272228	0.0244216279597	0.26067503703	0.334958969285	0.307986799443
