 	non	ti	dimentichiamo	mai	</S>
e	0.61786856	0.35652590181	0.01467979835	0.00574364865	0.0051820485
s	0.306601556667	0.467694673937	0.131443517783	0.04081497055	0.0534452271667
e	0.199691152222	0.404460397979	0.247762229261	0.0702705935167	0.0778155783889
a	0.149773699407	0.342749449326	0.395508449754	0.0566320931722	0.0553363067963
l	0.065004340469	0.201016309775	0.570068766585	0.0530165430574	0.110894070265
l	0.0357685124897	0.100017935258	0.657234088862	0.0655938076858	0.141385673422
i	0.13772688783	0.0930510904193	0.632415722954	0.0575638425619	0.0792424551407
m	0.17262487761	0.0848884651398	0.638565267651	0.0685544641873	0.0353668877136
o	0.0795546062033	0.0917682400466	0.610136439217	0.192004078062	0.0265366192379
n	0.0548607930678	0.101237864016	0.500253573072	0.253353876021	0.090293917746
ù	0.108653336689	0.0753059653387	0.460822914357	0.243174068674	0.112043724249
m	0.130011475563	0.0606592751129	0.433739874786	0.281908239558	0.093681103083
e	0.0792533151877	0.035496289371	0.316453758262	0.437154869853	0.131641714361
m	0.0489989182959	0.0201567861237	0.153686622754	0.635906123284	0.141251524787
à	0.0719424126653	0.0482356473746	0.146982890918	0.598430061095	0.134408978262
i	0.101456386222	0.0688884084582	0.156096333639	0.488262900365	0.185295969421
</S>	0.085696696111	0.0593340832291	0.14352483682	0.471344090183	0.240100309711
