 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.96083343	0.02843358635	0.0019130762	0.0014375364	0.0044453514	0.001558818235	0.00137823651
n	0.7603378	0.216741398783	0.0082902325	0.00269880323333	0.00615487946667	0.00310020357833	0.00267669000333
a	0.43163914	0.536443152928	0.0194131678333	0.00285562864444	0.00441008715556	0.00291793541278	0.00232085962111
v	0.225080476667	0.690072017643	0.0579146862778	0.00464524494815	0.0163618257185	0.00406769202426	0.00185799322704
o	0.145663738889	0.569604352548	0.246334832093	0.00808018698272	0.0224447695728	0.00593909310809	0.00193296412235
r	0.103950026296	0.359375830849	0.366785934031	0.0463707269942	0.0463054041909	0.024730350136	0.0524817163541
à	0.0805395520987	0.24263518695	0.455716311344	0.0578380486647	0.0608239940636	0.032227288712	0.0702196446514
s	0.0655789053662	0.203041128983	0.622403987115	0.0383483958882	0.0310743958545	0.0141765494707	0.0253766439505
o	0.0543360964554	0.161841406328	0.710306329038	0.0388823526294	0.0174576761182	0.00704213172357	0.0101339753502
o	0.0399536812851	0.0964728754427	0.755478613013	0.0649565382098	0.0295438053727	0.00867005590786	0.00492435955007
s	0.016843879895	0.0521422631476	0.578705067671	0.297770189403	0.0356828171242	0.0117451383026	0.00711057311669
s	0.008860843765	0.0271821760492	0.281405294557	0.607751383134	0.0432696200414	0.0150176864342	0.0165129340389
o	0.00769165638833	0.0169505583497	0.137973250186	0.507083712378	0.176154060014	0.0889316608114	0.0652150646796
m	0.00706346562944	0.0120433989499	0.085121690062	0.481582712126	0.217080386671	0.113301951937	0.0838064248932
ì	0.00720588737648	0.0165285578166	0.0560179776873	0.462393557375	0.255400775557	0.133898178979	0.0685551416311
k	0.00912719445883	0.0218931999389	0.0507322935624	0.339975239125	0.322894251852	0.173396876326	0.081980973877
a	0.0114852121529	0.019781696313	0.0378025321875	0.289045637042	0.273348597284	0.181536005442	0.187000311292
m	0.00961450752763	0.0142324446043	0.0222384913958	0.167601886347	0.341612992428	0.229610345147	0.215089373764
è	0.00687309565254	0.0162883227014	0.0197113284653	0.127151079782	0.367017524143	0.350113065049	0.112845618921
r	0.00816875771751	0.0204787332338	0.0220442621551	0.0796316409273	0.300065618048	0.462913395016	0.10669758064
i	0.0091437790725	0.0154324812446	0.0166838327184	0.0599017119758	0.195817199349	0.378672825005	0.324348153547
</S>	0.0106122385363	0.0144121658723	0.0150746778592	0.0363006834879	0.114896524674	0.290179417502	0.518524276773
