 	mia	figlia	vuole	andare	</S>
i	0.806954835	0.19005074315	0.00148360261	0.0008788175	0.000631988085
k	0.549912535	0.44526673105	0.00282715484333	0.000480944066667	0.00151264245167
i	0.474660195	0.518933793683	0.00408457951444	0.000512655855556	0.00180878174056
a	0.393499787333	0.601698434561	0.00359090807148	0.000410474536185	0.000800389050187
t	0.238294484778	0.679255754854	0.0241990442572	0.00395907772973	0.0542916432967
è	0.255381078259	0.629571031618	0.0358188060857	0.00542578697658	0.0738032904322
r	0.23657354942	0.612543700539	0.117746946695	0.00337449922553	0.0297612734774
a	0.29034047314	0.516971173513	0.169645002232	0.00683656040851	0.0162068041591
m	0.251417702047	0.546139864504	0.177971287411	0.0123532141362	0.0121180157197
u	0.106619186016	0.580939934835	0.28479211247	0.0173044307121	0.0103444045732
i	0.0547582310053	0.482812914945	0.43494188749	0.0199767812374	0.0075101755244
t	0.0312236250018	0.425598061648	0.44372180583	0.0548389660791	0.0446174985081
è	0.0254975816673	0.351929980549	0.483686795277	0.0820981320264	0.056787491936
l	0.0233762348891	0.212684530183	0.653100725092	0.0746175806755	0.0362209407453
i	0.0238647252964	0.118524363394	0.523883985031	0.276514546892	0.0572124012484
n	0.0176782337655	0.098490917798	0.332705961677	0.492863465631	0.0582614470828
a	0.0107644255885	0.0837471049327	0.224367969226	0.632883771877	0.0482367600276
p	0.00749816506283	0.0538999373109	0.104290045075	0.768172757292	0.0661391326759
à	0.0103168612209	0.064035100437	0.106120288358	0.742106039097	0.0774217575586
i	0.0112614401736	0.070886946479	0.115834074786	0.645579033032	0.156438560853
</S>	0.0075541027368	0.0716454457395	0.097853155393	0.584968216516	0.237979145427
