 	hai	già	mangiato	</S>
è	0.91098545	0.0669861907	0.0102599994	0.01176837995
c	0.837388016667	0.140513470233	0.0106382679667	0.0114602322267
h	0.590114202222	0.294768300078	0.100630023989	0.0144874406522
i	0.264960871407	0.338464310026	0.37960709133	0.0169677275507
g	0.115136482136	0.420499440009	0.441655060443	0.0227090145169
i	0.058136455712	0.517299133336	0.382832250148	0.041732162839
à	0.0309433995707	0.344376884445	0.581219516716	0.0434602002797
f	0.0447499668569	0.234614404815	0.643641605572	0.0769939960932
a	0.0894065422856	0.206177374938	0.507924901857	0.196491158698
m	0.0766713224285	0.194787161646	0.391489180619	0.337052306233
è	0.0620477258095	0.184889397215	0.41667002354	0.336392835411
n	0.0628064546032	0.164350179072	0.477057017847	0.295786345137
a	0.0543340542011	0.166851653024	0.346013279282	0.432801025046
</S>	0.0659560621005	0.155060701512	0.229368909641	0.549614362523
