 	si	è	rotta	la	coppa	</S>
e	0.941111875	0.0290268585	0.01504925075	0.00170749005	0.0015524886	0.011552070425
g	0.655132871667	0.2922452875	0.0354072419167	0.00435476335	0.00130746526667	0.011552388075
l	0.280665227222	0.453921529167	0.240386027306	0.0144734661167	0.00173845452222	0.008815284625
à	0.126348901074	0.287230943056	0.541282889102	0.0356193557056	0.00183033460741	0.007687573715
s	0.0689414676913	0.234934547685	0.623897253034	0.0630658642352	0.00638493636914	0.00277594623833
t	0.0443652828971	0.182158597562	0.442526571011	0.281061559412	0.0473270104564	0.00256100367278
i	0.029762108299	0.0862242135207	0.24260257367	0.579198953137	0.0591880364855	0.00302416302426
e	0.0185469292897	0.0436745689402	0.131581493557	0.657357051046	0.146757328495	0.00208263490809
c	0.0066650895199	0.0153248378801	0.045226290219	0.485429543682	0.443228319498	0.00412587483603
ò	0.01678601974	0.0253213934267	0.0389822984397	0.350225664561	0.536402146499	0.032282444612
p	0.02015634628	0.0290327796756	0.0382702738132	0.290303444854	0.582075088833	0.0401620045373
p	0.00733358857333	0.0111051672585	0.0157136212044	0.220971851618	0.720305696278	0.0245700298458
a	0.0102434289711	0.0127385522528	0.0152576860015	0.213245360539	0.508044352093	0.240470638615
</S>	0.0164748869856	0.0191703861264	0.0208812205007	0.194378740269	0.294912506046	0.454182294308
