 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.98049172	0.01379082505	0.00091027565	0.00083604161	0.00109440905	0.0013449144	0.0006388819	0.00089297121
n	0.8209646	0.167532590683	0.00560447645	0.000772969243333	0.00108503588333	0.002191951	0.0006913325	0.00115706484333
k	0.58805542	0.386151190228	0.01721631915	0.000967261227778	0.00167671616111	0.00217592453333	0.00120763076667	0.00254954791444
ò	0.422747656667	0.551223810076	0.0195225577167	0.000662137519259	0.0014536074137	0.00112713501111	0.000994048386223	0.00226906132481
r	0.330191485556	0.637932200025	0.0268528129056	0.00141421940309	0.0008170633979	0.00113033977037	0.000753160626074	0.000908713784937
a	0.244333390519	0.588880350008	0.160053286635	0.0035546610677	0.0007558168093	0.00129443135679	0.000675195164358	0.000452868749312
s	0.123103485506	0.617267283336	0.250758255545	0.00477808938923	0.000646348069767	0.00208627455226	0.000679717110453	0.000680553980771
t	0.120031435169	0.560995741112	0.295195948515	0.0128551843297	0.00106330051326	0.00609974801742	0.00173815707015	0.00202047199359
e	0.11954600639	0.366230757037	0.447403796172	0.0554607921099	0.00140825907109	0.00630618327247	0.00166291853872	0.0019812497812
m	0.06298711113	0.242434765679	0.583034065391	0.0978131307033	0.00242693025703	0.00668257685749	0.00177705739491	0.00284433024373
a	0.0571145880433	0.184825895226	0.52597063513	0.208530786901	0.00925547375234	0.0092301309525	0.00191514814164	0.00315731667791
r	0.0635780426811	0.148291735075	0.386689898377	0.306840378967	0.0262801482508	0.0166443169842	0.00996486319055	0.0417105956226
è	0.0549762725604	0.107010695025	0.354216046126	0.362267536322	0.0309455214169	0.0229212156614	0.0128893739635	0.0547733526909
o	0.0431448891868	0.081716217675	0.284044215375	0.505022055441	0.0304096988056	0.0308746018871	0.00558896902117	0.0191993833803
c	0.0314514263956	0.069300305225	0.178090821792	0.499131625147	0.122697266935	0.0804034772957	0.00649959614039	0.0124254804601
e	0.0325040477985	0.0747623584083	0.146155460597	0.418951065049	0.199608758978	0.106211454432	0.0100737347135	0.0117330999534
e	0.0285311632662	0.0605299711361	0.117457007532	0.32386025835	0.170539582993	0.228154163477	0.0638057275712	0.00712210595113
n	0.0238328990887	0.0531019253787	0.0813752665107	0.189890912783	0.124869910998	0.310174927826	0.182686522524	0.0340676404837
ì	0.0321790860296	0.0616220251262	0.104206128837	0.146022804261	0.070643850666	0.266765492609	0.274728474175	0.0438321585946
n	0.0306255510099	0.0485381750421	0.095735972279	0.101172520087	0.0521169055553	0.41181792087	0.240461918058	0.0195310352982
e	0.0176195683366	0.0238045505474	0.049152242093	0.0530421976957	0.0553791825184	0.374704605957	0.404564632686	0.0217330234327
p	0.00765802624553	0.0104859815158	0.0199991306977	0.0252658347319	0.0342985591728	0.175270150986	0.692048460895	0.0349738638109
r	0.00377481834851	0.0071616846386	0.0090130416659	0.0118411719773	0.0155948198576	0.134470560329	0.760688986965	0.057454882937
ò	0.00457345541617	0.00789117421287	0.011146461322	0.0207280102258	0.0282072424192	0.0878933717763	0.760926762322	0.0786334843123
n	0.00859723563872	0.0101316867376	0.0159066094407	0.0262824157419	0.0374762608064	0.0684191775921	0.685242587441	0.147944024771
t	0.0107513770462	0.0127085755792	0.0194923368136	0.0223983525806	0.0280978632688	0.0755846391974	0.607121295814	0.223845584924
o	0.00906201684873	0.0112704422931	0.0187005222712	0.0236579825269	0.0434350657563	0.0493809047325	0.504853755271	0.339639348308
</S>	0.00783966192437	0.00921336829655	0.0148232431356	0.0232063427635	0.0606085628782	0.0302380128663	0.409935162636	0.444135674154
