 	non	aveva	dove	a	stare	</S>
e	0.97314187	0.0141230119	0.0033559624	0.0018871306	0.00345660105	0.004035447665
n	0.66417061	0.280395005633	0.0270647587	0.00492016513333	0.01096166795	0.0124878396883
ì	0.33151681	0.575796068544	0.0545938295667	0.00697022754444	0.0156890999833	0.0154340009961
c	0.214150859	0.621672612848	0.138350999856	0.00840290134815	0.00953183452777	0.00789083273203
h	0.101616626667	0.496316830949	0.351872116619	0.0397289614494	0.00635643424259	0.00410905287734
e	0.0544660425557	0.30205138365	0.579847272206	0.0546835928165	0.00584060288086	0.00311111012578
p	0.0299904488519	0.183137107883	0.652180824069	0.103044946606	0.026246777227	0.00539991787526
u	0.0347132706173	0.107370584628	0.50328531469	0.252869622202	0.0908051290757	0.0109560842918
s	0.0345229805391	0.0697098682093	0.279999653563	0.434355984067	0.158300616359	0.0231108970973
t	0.0220981358464	0.0351088207364	0.133441425521	0.576337178022	0.199764628786	0.0332498236991
a	0.0180529476155	0.0213360475788	0.061739623507	0.437535636007	0.412071546262	0.0492642045664
t	0.0152612272052	0.0187709228596	0.035445520169	0.223835535336	0.631887725421	0.0747990715221
ì	0.0157074067351	0.0151348686199	0.025733354723	0.150467774445	0.725925628474	0.067030962174
</S>	0.0171604553675	0.01181553131	0.0214544548615	0.104688586223	0.795495394237	0.049385558587
