 	è	che	è	entrato	da	qui	</S>
è	0.81949395	0.1337063487	0.00462829637	0.03424871225	0.00249106805	0.002020294	0.00341140467
n	0.563624426667	0.380106416233	0.0114069024567	0.03616461465	0.00312723685	0.00180774196667	0.00376274602333
a	0.374494208889	0.506473888744	0.0873527541522	0.0267434501167	0.0018163892	0.00132670576889	0.00179264497311
m	0.242742654296	0.465566779581	0.154062098051	0.133823026039	0.00212222001667	0.000835371502963	0.000847879389703
b	0.0910664960987	0.333765974527	0.129654666017	0.439092975346	0.00429719370556	0.000947876534321	0.00117485769657
ì	0.0978566020329	0.162197439509	0.158767745339	0.571169971782	0.00747075140185	0.000902395278107	0.00163511663219
k	0.100884498678	0.105788804836	0.212415895113	0.570201413927	0.00843440426728	0.000937380359369	0.00133764192073
e	0.0826503175593	0.0939776132787	0.190280355038	0.491440851309	0.137539296889	0.00146696388646	0.00264464781691
a	0.0751831475198	0.0786218384262	0.113056204679	0.24737231377	0.478400162296	0.00363540856215	0.0037309224723
p	0.0288089589399	0.0344604914754	0.0471464845597	0.15784648459	0.673841040765	0.0423537205207	0.0155428168241
ò	0.0266893377466	0.0345317778251	0.0376046058532	0.12509531153	0.609537380255	0.13708641684	0.0294551922747
t	0.0261990336822	0.0373321636084	0.0362472242844	0.0827204971767	0.631900793418	0.158768488947	0.0268318580916
t	0.0118392021941	0.0231410982028	0.0224264934281	0.0571178672256	0.635957541139	0.148303086316	0.101214783364
u	0.0081695252647	0.0133598890676	0.0124803203094	0.0288517080752	0.452554433713	0.236217718772	0.248366421121
</S>	0.00706992963235	0.0101599460338	0.0090793429047	0.0215199252876	0.336633531857	0.298543769386	0.316993535561
