 	io	non	so	cosa	è	da	scrivere	</S>
e	0.720241675	0.27405413325	0.0020332105	0.001398646597	0.000696118368	0.000246246945	0.0007896548	0.000540313337
v	0.885534981667	0.0987411639167	0.0122456804333	0.000874315730333	0.000843074834667	0.000170064851667	0.00120672966667	0.000383959813667
ò	0.663011460556	0.306878291972	0.0265795711444	0.000813835610111	0.000965481578222	0.000129408421556	0.00130332299656	0.000318637034556
e	0.359599063519	0.547544150657	0.0876466463815	0.0016758616367	0.00262735405941	0.000102220828185	0.00059089664652	0.000213832884852
n	0.24217327584	0.395947248886	0.326699198794	0.0145622043456	0.0157717686865	0.00110639981273	0.000810997122173	0.00292892181495
e	0.137797562613	0.198295881629	0.620450536265	0.0188079296819	0.0183601918622	0.00143817461424	0.00103365877406	0.00381608323498
s	0.090231266871	0.129265240543	0.690065492088	0.0267526094606	0.0165536379207	0.00381048838141	0.0147750675247	0.028546198375
s	0.0751332272903	0.0920668535143	0.689850384029	0.0468678798202	0.0202414376402	0.00689238582714	0.0242246538416	0.044723156125
è	0.0570192797634	0.0579308965048	0.78181375801	0.0481441129401	0.0128283778801	0.00494646817571	0.0134484026239	0.0238686725083
r	0.0414720549211	0.0381088561683	0.732696576003	0.13355941198	0.0343014602934	0.0047614290919	0.0058707616513	0.00922941976943
o	0.039125094307	0.0300879753894	0.487637712001	0.350004893993	0.0701920880978	0.0133694776973	0.00376349688377	0.00581925378981
t	0.033520894269	0.0237896031298	0.276625827334	0.454681264664	0.143945220699	0.0450695935658	0.0134608318613	0.00890676266327
i	0.024147075923	0.0244355633766	0.152722955778	0.344482874888	0.2185267969	0.203601196189	0.0179998629538	0.0140836708878
e	0.0161544467077	0.0216021604589	0.0649908022593	0.184749890629	0.1853307273	0.472671962063	0.0417690066513	0.0127309958626
n	0.00862663096923	0.0120090108196	0.0304220910864	0.090225582543	0.150694880767	0.564597477354	0.118092132217	0.0253321851875
a	0.00876913648974	0.0143359912732	0.0204202396955	0.051834212181	0.124227831589	0.613408539118	0.128232739406	0.0387713310625
g	0.00825149009658	0.0158999724244	0.0166115848985	0.030312748727	0.0808457085297	0.618242739706	0.166931498469	0.0629042830208
r	0.00956198029886	0.0133583021415	0.0174443692995	0.0207832542423	0.0577679605099	0.479882746569	0.292285616156	0.10891578434
à	0.017327923933	0.0408111040472	0.0245788297665	0.0286330570808	0.0549568645033	0.43388629219	0.311198315385	0.08860762378
s	0.018859145311	0.0500663593491	0.0250721272555	0.0322363533603	0.0531600875011	0.388038797397	0.377701571795	0.0548655789267
s	0.0105092927703	0.0288000444497	0.0138000470852	0.0181752774534	0.0318987635004	0.253725932466	0.548439757265	0.0946509116422
o	0.00794544692343	0.0253410504832	0.0096332840284	0.0125061228178	0.0218518158335	0.160220997489	0.476331452422	0.286169847214
</S>	0.00938746046171	0.0247580287416	0.0104009165142	0.0122191174089	0.0184637474167	0.150324293745	0.331421226211	0.443025223607
