 	non	aveva	cosa	a	fare	</S>
e	0.92010485	0.0442945005	0.01164362055	0.0121613445	0.0061890215	0.00560679925
n	0.603401108667	0.301812296833	0.0314841511833	0.0241883448333	0.0168704375	0.0222437070833
ì	0.328477494889	0.555300945611	0.0396554030611	0.0234269152778	0.0208662798333	0.0322729316944
c	0.233729446296	0.605231335204	0.109255889354	0.0190551044259	0.0139003822778	0.0188278215315
h	0.110153311765	0.497447695068	0.276818669785	0.0611414014753	0.0414450764259	0.0129938634772
e	0.066135824255	0.279792861689	0.466090856595	0.116463133825	0.0592215124753	0.0122958144924
t	0.0315474967517	0.145645202896	0.524240068865	0.228951577942	0.0526771504918	0.0169385014975
i	0.0177109097506	0.064068800632	0.344094706288	0.321462159314	0.221320244831	0.0313432231658
k	0.0136883467502	0.031623748544	0.163056180429	0.391856819771	0.323171938277	0.0766030017219
à	0.0211890532501	0.0262743025147	0.0956356218097	0.381623043257	0.377749652759	0.0975283329073
m	0.0253759654167	0.0268821325049	0.0560944386032	0.337502751086	0.473036197586	0.0811084966358
i	0.0207109334722	0.019971735835	0.0335185802011	0.259928452029	0.390381112529	0.275489155545
</S>	0.0202059452361	0.0174177409175	0.0242919691005	0.142451178515	0.327699306265	0.467933827772
