 	è	che	stanno	ancora	svegli	</S>
è	0.86144505	0.11491307695	0.01285036488	0.004602439395	0.00167279937	0.00451621979
n	0.596897973333	0.36824175565	0.02410347896	0.00500085309833	0.00122439487	0.00453149031333
a	0.384183781111	0.513122865217	0.0980120149867	0.00219668013611	0.00086070367	0.00162392358778
s	0.25150035337	0.498072401739	0.247684711662	0.0012535767487	0.00071170227	0.000777217095927
t	0.10553220079	0.494116533913	0.394106177221	0.0031146894829	0.00111428529	0.00201608316531
a	0.0801704202633	0.376109894638	0.536586659074	0.0035382052743	0.00106092489667	0.00253384727177
t	0.0576141700878	0.218926508213	0.710024403025	0.0022634970381	0.00362275799889	0.00754863164059
ù	0.0295073026959	0.110549214404	0.836207564342	0.00633459017937	0.00555939603296	0.0118419875469
n	0.0276605775653	0.171067629801	0.757560568114	0.0239137053931	0.00889178504432	0.0109058061823
e	0.0392172198551	0.199363989934	0.491483202705	0.250015448464	0.0104200643481	0.0095001005941
a	0.0334944639184	0.0956488486447	0.446449104235	0.405928049488	0.0121518997827	0.00632762273137
n	0.0179009616061	0.0673755315482	0.528963124745	0.324668503163	0.0187477822609	0.0423441082438
k	0.0192909505354	0.0683135711827	0.453662908248	0.307728034388	0.0328230777536	0.118181469415
ò	0.0156049009785	0.0409793583942	0.317112212749	0.387120441463	0.118789480251	0.120393562472
r	0.00876080302617	0.0315741281314	0.19728086425	0.465754553821	0.228267950084	0.0683616434907
a	0.0106675532421	0.0318111000438	0.12827487375	0.592492874607	0.190594010028	0.0461595711636
a	0.0100393742974	0.0203474438479	0.107754153583	0.535522934869	0.291799130009	0.0345369570545
t	0.0088408133158	0.0316674857826	0.157155611194	0.280765424956	0.43099418667	0.0905764590182
s	0.00906866717193	0.0373160612609	0.139596476398	0.153143261652	0.495584422223	0.165291109673
ù	0.00425389922398	0.016486993287	0.071546693466	0.103339308884	0.612013590741	0.192359496558
n	0.00334523384133	0.021840094629	0.0627845144887	0.108089161295	0.543882120247	0.260058852186
n	0.00306431474711	0.0240685750097	0.0560325728296	0.107443865098	0.444635140082	0.364755530729
i	0.00168587769237	0.0096651018699	0.0279802779432	0.102188789699	0.520905570027	0.33757439691
t	0.00087491544079	0.00524806368997	0.0356889296477	0.091419131233	0.535829320009	0.33093963897
i	0.000549019470263	0.00355219939666	0.0381142405492	0.0708224317443	0.363177200003	0.523784899657
</S>	0.000450107870131	0.00206732744833	0.0241170212746	0.0613373608721	0.266302515002	0.645725679829
