 	forse	non	li	ha	a	casa	</S>
f	0.90881607	0.02785081005	0.01086057985	0.00568395635	0.00404449595	0.0340565575	0.0086875755
ò	0.93185219	0.0151876207167	0.0146304202833	0.00630086931667	0.00305861760667	0.0231220889167	0.005848213244
r	0.94678198	0.0124469611389	0.0169931117611	0.00790802247222	0.00409343175889	0.0096484855889	0.00212802812533
s	0.884109843333	0.0413056032796	0.0372785299204	0.0136649373241	0.00833685175296	0.0126448223963	0.00265943534178
i	0.554254740111	0.318846014427	0.0815534166401	0.022725360108	0.00806264045099	0.0118220121421	0.00273581372393
e	0.20202946237	0.505424228142	0.189482965547	0.0487738767027	0.027176462017	0.025559492724	0.00155348528464
t	0.0877760774567	0.319853982714	0.386671181849	0.0856541835676	0.0484087606723	0.064271005908	0.00736476952821
u	0.0407784823522	0.242717097571	0.413184897283	0.192276187856	0.0427916985574	0.0588923479693	0.0093592478094
s	0.0271004639841	0.209501799857	0.350086349094	0.245691299285	0.0398990188525	0.0997453719898	0.0279756539031
è	0.0238706666614	0.127738547286	0.285904064365	0.275063479762	0.0844614506175	0.164885113997	0.0380766419677
c	0.0122836649538	0.0897348094287	0.186285222788	0.374612513254	0.146955760206	0.171956241332	0.0181718105226
h	0.00912510071793	0.0425410428096	0.126357234263	0.296791777751	0.277729356735	0.235289380444	0.0121661680409
i	0.00928431240598	0.0348522669365	0.0620214780877	0.148970595917	0.407286968912	0.300441880148	0.037142551347
è	0.00653505930199	0.0263266836455	0.0343426630292	0.0793249859723	0.317045309637	0.494499506716	0.0419258287823
s	0.00509561876733	0.0143119038818	0.0202391250097	0.0415328093241	0.302884839879	0.591976748905	0.0239589755941
s	0.00621679425578	0.0188321339606	0.0170995745032	0.0290260677747	0.33982175996	0.511897782968	0.0771058995314
u	0.00559920491859	0.0220387864869	0.0137452360011	0.0181143389249	0.201933470987	0.493822360989	0.244746613177
</S>	0.0037871122093	0.0175263889934	0.0125372460005	0.0151911819624	0.122755451994	0.468398630495	0.359804006588
