 	lo	ho	finito	di	fare	</S>
t	0.93071448	0.0145104706	0.029138377	0.013472636	0.0088970208	0.00326698075
o	0.80346337	0.160605614267	0.0143891557	0.0110062363833	0.00815990198667	0.00237573239433
s	0.637360443333	0.315014314756	0.0156570849333	0.00900915717777	0.00810103671556	0.0148579626758
p	0.429680881111	0.283659011585	0.217369923978	0.0145824397259	0.0282652395719	0.0264425388919
ì	0.186445677037	0.292871927195	0.454134944659	0.0181267749086	0.0308965506573	0.017524200064
c	0.0891891273457	0.341343452398	0.534253504886	0.0158690113029	0.0121327193191	0.00721222076133
c	0.0737764327819	0.267147712799	0.591612154962	0.038380527101	0.0212050214064	0.00787818989378
e	0.0816900229273	0.191705306266	0.487627031654	0.180954629034	0.0416346361355	0.0163884332979
t	0.0583089226424	0.143466603089	0.510483203885	0.237554698345	0.0342529903785	0.0159336244326
s	0.0450593072141	0.0785713666963	0.482961737962	0.337247771448	0.0367360304595	0.0194237831442
a	0.0332435205714	0.0460479903654	0.212849327987	0.588691043816	0.0868472968198	0.0323208000481
a	0.0124416282905	0.0178080684551	0.0791592863957	0.715828614605	0.142851985607	0.0319104126827
t	0.00503773903017	0.00699534708503	0.0420979425319	0.775833751535	0.139604073536	0.0304311775609
s	0.00287340571006	0.00364575239501	0.0336890681773	0.662567703845	0.188996606179	0.10822749052
è	0.00186401690335	0.002242005565	0.0185669333924	0.405582257948	0.34137790206	0.230366873507
k	0.00180031670112	0.00222777328833	0.0267571554641	0.351307849316	0.380553630687	0.237353264502
à	0.00468564966704	0.00565744489611	0.0324634468214	0.301704616439	0.456015140229	0.199473711501
m	0.00569633682235	0.00672448976537	0.0234070219405	0.188947378813	0.582572610076	0.192652183834
i	0.00498310454078	0.00552972688846	0.0180790579802	0.137467900271	0.467879970025	0.366060271278
</S>	0.00595226077039	0.00644590644423	0.0133403794901	0.0843595611355	0.340643965012	0.549257985639
