 	non	ha	che	li	aspettiamo	</S>
e	0.87088798	0.0973832368	0.00635071085	0.0168718047	0.001710096485	0.00679621039
n	0.557734835667	0.307593768933	0.04027180395	0.0592579915667	0.002381755695	0.03275986813
è	0.270900524222	0.490612722978	0.11692229465	0.0683371518556	0.00295197799833	0.05027534371
n	0.179760258741	0.560184640993	0.199294278217	0.0273443589519	0.00250916114278	0.03090734377
a	0.107258304914	0.455900456998	0.388939906072	0.0286379346506	0.00348915559093	0.0157742804567
t	0.0758229219713	0.232731948999	0.532076845357	0.0808368162169	0.00653313706364	0.0719983378189
u	0.0600509529904	0.127274123	0.387570378452	0.307280282072	0.0177810406879	0.100043233273
s	0.0672194226635	0.085976081	0.272796379484	0.387220464024	0.0305910902293	0.156196585091
m	0.0567299782212	0.0555733516667	0.198564749828	0.490807071341	0.0303791150764	0.167945791697
ì	0.0286891030737	0.0245822655556	0.074729407276	0.756492937114	0.0367393616921	0.078766964899
n	0.0231436463579	0.0354136541852	0.085258713092	0.714677825705	0.0683813038974	0.073124852633
o	0.0250115234526	0.0501417077284	0.100448832031	0.469307308568	0.260288927966	0.094801694211
m	0.0149934158175	0.0336489544428	0.0526279803437	0.454716136189	0.313895059322	0.130118444737
e	0.0149335699392	0.0183627893476	0.0285499407812	0.41782608873	0.180454966441	0.339872621579
</S>	0.0201275359696	0.0169036751738	0.0279462633906	0.246107209365	0.162825628221	0.52608966079
