 	vuole	vuole	mangiato	caldo	</S>
t	0.98231495	0.00652838775	0.0035865337	0.0046036078	0.0029665969
è	0.97896185	0.01376229025	0.00200780313333	0.00316546676667	0.00210264416667
l	0.815945016667	0.177354265083	0.00264137334444	0.00196644342222	0.00209292475556
i	0.670277348889	0.317384388361	0.00787238964815	0.00205604387407	0.00240986545185
t	0.508216342963	0.466582109454	0.00982103604938	0.00668015502469	0.00870042291728
è	0.258820115988	0.694737126485	0.0171275131831	0.0173634270082	0.0119518640724
l	0.140185892329	0.773593908828	0.0400343023944	0.0361177540027	0.0100681567908
i	0.0914918827763	0.568329676276	0.275886184131	0.0482274380009	0.0160648302636
f	0.0647574832588	0.331931978759	0.398867938044	0.167859312667	0.0365833214212
a	0.0556831147529	0.228625169586	0.450903136015	0.221948460889	0.0428401338071
m	0.0497667159176	0.109451949862	0.483745875338	0.319619676963	0.037415759269
è	0.0385350683059	0.111650016621	0.296864531779	0.521577625654	0.031372716423
n	0.051189428102	0.141306128874	0.27882286726	0.500539368551	0.0281421734743
o	0.0516896463673	0.101646924958	0.25861869242	0.502223949517	0.0858207471581
t	0.0319761017891	0.049755567986	0.164507847473	0.641991583172	0.111768860719
r	0.0118722663964	0.0236490568287	0.101986657491	0.761044827724	0.10144716524
e	0.00926560426547	0.0123049447762	0.080578462497	0.682344659241	0.21550630508
m	0.00834596937516	0.0089359939254	0.0704458978323	0.666316569747	0.24595555836
m	0.00420297087839	0.0141867933085	0.0415666646108	0.758164103249	0.18187948612
ò	0.0157395094261	0.0711561267695	0.0718762948703	0.621901074416	0.21932702204
</S>	0.027681407213	0.120683148385	0.103368882435	0.496748527208	0.25151805102
