 	ha	che	sono	usciti	</S>
è	0.89044115	0.0631773165	0.0158776971	0.0174686947	0.01303522715
n	0.710032283333	0.237418918833	0.0180963817	0.0215299955667	0.01292248055
a	0.438910174444	0.358091422944	0.0158058809	0.181931508522	0.00526103155
g	0.204206191481	0.472431664315	0.0575718453	0.261638972841	0.00415130025
u	0.0746878776603	0.432121284772	0.226354198433	0.25756325428	0.00927335761667
ì	0.0443225920534	0.190382311591	0.321428522811	0.43323993476	0.0106266161056
k	0.0485050243511	0.235699183864	0.286976580937	0.421858548253	0.00696061836853
a	0.0873706427837	0.257480081288	0.233668073646	0.383475829418	0.0380053388895
n	0.0834256260946	0.132821706429	0.370340871215	0.355569776473	0.0578419949632
e	0.0570505538649	0.0977816314763	0.419535037072	0.246384448824	0.179248306988
</S>	0.0715174469325	0.102710155738	0.279113438536	0.234298409412	0.312360528494
