 	questo	muro	vuole	uno	specchio	</S>
c	0.7246829	0.21561378397	0.01997154005	0.015586234153	0.011549184002	0.012596366205
ì	0.895408853333	0.0838588763033	0.00723926175	0.005291262873	0.00394707873533	0.00425462268167
t	0.914317637778	0.0715660944344	0.00705598128333	0.00261813934433	0.00182452354511	0.00261754663722
t	0.722492052593	0.127513498145	0.113354441094	0.0162482244481	0.00436220241504	0.0160295338124
o	0.566769024198	0.243249209382	0.145773830831	0.0200339745027	0.00483697581835	0.0193369396365
t	0.437626761399	0.454058716461	0.090445184077	0.00772917065423	0.00225231768612	0.00788782257783
ì	0.2164101258	0.689175772154	0.0853422840257	0.00362081578808	0.00137045586204	0.00408053262428
c	0.101532917267	0.643122277385	0.251731890675	0.00162557556603	0.000579597514013	0.00140769977643
h	0.0479163694223	0.402281535795	0.541568306892	0.00613285738868	0.000418329814671	0.00168259449548
o	0.0731175134741	0.387598635265	0.527101322297	0.00979121079623	0.00050933655489	0.00188198270516
t	0.0787733624914	0.353804868422	0.558554040766	0.00680481606541	0.000821776884963	0.00124110650839
è	0.0564472021638	0.202731149474	0.712051903589	0.0251518061551	0.00147697536165	0.00214095516946
l	0.0566544740546	0.146413727825	0.738170891196	0.0489933887184	0.00605196478722	0.00371556012315
i	0.0472970196849	0.0973220606083	0.514524911065	0.317363542906	0.0150111902624	0.00848128794105
è	0.035087748895	0.0551716368694	0.228445564355	0.622199824302	0.0496928927541	0.00940235471368
n	0.0246239712983	0.0533147889565	0.239432111452	0.584965951434	0.090469160918	0.00719399797123
a	0.0204628824328	0.0496365639855	0.199331452151	0.594384563811	0.122249390306	0.0139350873237
n	0.0126161864776	0.0251876436618	0.0855903740503	0.572650177937	0.284818516769	0.0191370484412
j	0.0060964890592	0.0156576622206	0.0481490406834	0.430126659312	0.411493062256	0.0884770334804
a	0.0069832905864	0.0129035327402	0.0253430792278	0.395134576437	0.396159687419	0.163475817827
l	0.00806341829547	0.0136524452467	0.0161246257426	0.287281242146	0.527542892473	0.147335391276
ì	0.0242532655318	0.0360470937489	0.147897439914	0.180489217382	0.473021630824	0.138291365759
</S>	0.0422825027659	0.0578146468745	0.282060319957	0.180641838691	0.286825335412	0.15037537788
