 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.449405612	0.49679181	0.020339231	0.0141752435	0.00901812525	0.0023479039	0.0031877911	0.001246079675	0.00198077785	0.00150747565
i	0.500146357333	0.457865166667	0.0188206176667	0.0126927068333	0.00463123695	0.00127901895	0.00243785670333	0.000663177125	0.000783482171667	0.000680437554667
i	0.307684435778	0.635175132222	0.0213060815556	0.0285346722778	0.00491430935	0.00049289203	0.00102277625111	0.000281995081667	0.000318761972222	0.000268994324556
p	0.202605533593	0.689451110741	0.0597236621852	0.0410153160926	0.00570882311667	0.00040944904	0.00051550333037	0.000168792957222	0.000202843284074	0.000199006523185
à	0.104294698198	0.561854850247	0.212530930728	0.116734600698	0.00359371833889	0.000358112721	0.00024276044099	0.000103326726407	0.000140403266691	0.000146595088062
s	0.103582101399	0.458997063416	0.282974183576	0.143722274566	0.0084746287463	0.000688198581333	0.000550851477863	0.000355472776136	0.000309376140897	0.000345849383021
t	0.121528010466	0.443844244472	0.240392371192	0.104908739189	0.0589154855821	0.00730055279378	0.00901474905929	0.00593184305871	0.0039692277603	0.00419478814767
a	0.065584836822	0.299064298157	0.295525647064	0.231771216396	0.070135821194	0.00896225121526	0.0113708746967	0.00747234321707	0.00492988733117	0.00518283384682
ì	0.0243651728073	0.153744749386	0.341731662355	0.363886392132	0.103217333065	0.00337563335575	0.00379573118547	0.00249357272499	0.00164612918799	0.00174364428654
c	0.0219825901358	0.104140073129	0.250589147452	0.402957850711	0.213113841022	0.00366631945192	0.00145578018816	0.00087571241013	0.00059021246253	0.000628483435513
h	0.0294162870453	0.100230613043	0.159590035817	0.391617670237	0.295407147007	0.014107543484	0.00573302991272	0.00180950185004	0.00102592425418	0.0010622566785
e	0.0212604220151	0.0639692253477	0.175890021939	0.390704463412	0.316570065669	0.0201181731613	0.00706983854424	0.00208664150835	0.00113732040006	0.0011938286305
t	0.017375688005	0.0363743754492	0.136660200146	0.327565344471	0.454839548556	0.0222335990538	0.00295288572141	0.000887206527783	0.000523208605353	0.000587924747833
e	0.0185895996683	0.0338415478164	0.0722257515487	0.187732319824	0.556045989519	0.123321190351	0.00697065620714	0.000495928979261	0.000328527548451	0.000448510692611
l	0.0178305525561	0.0345845816055	0.0555422555162	0.115851462941	0.60456276984	0.15986125745	0.00985905040238	0.00038236704642	0.00039619200615	0.00112955054087
ì	0.0141959887187	0.0223409081018	0.0395315448387	0.0746196623137	0.663923569947	0.16262861315	0.0200908014675	0.00046205023214	0.000643608685383	0.00156323084696
