 	ora	ho	finito	di	scrivere	</S>
à	0.9585129	0.0112182593	0.0172726979	0.0041634918	0.0049434053	0.0038892295
r	0.978252466667	0.0062087423	0.00763547406667	0.00273534296667	0.0025498761	0.00261811474
t	0.952815708889	0.0227457064333	0.0112685538556	0.00574686835556	0.00490062916667	0.00252256372
e	0.66408113963	0.307848619478	0.0138604439519	0.00651433661852	0.00521400338889	0.00248143627667
s	0.393115786543	0.519838229826	0.0663553983173	0.00947133803951	0.00675948046296	0.00445972546222
p	0.291527308848	0.525949199942	0.153340366106	0.0146107470132	0.00798791502099	0.00658445282074
ì	0.138131995949	0.647211366647	0.196633158702	0.0105753034377	0.00357029402033	0.00387789300691
c	0.0542770736497	0.539590148882	0.392554986234	0.0101920422459	0.00190051395344	0.00148526696897
c	0.0572599398832	0.343164876294	0.554047895411	0.0349265217486	0.00466959511781	0.00593118622299
e	0.0715520476277	0.261164885431	0.427363805137	0.22107138725	0.00914680303927	0.00970106340766
t	0.0732169535426	0.19094732181	0.392693441712	0.32363734575	0.0126961560131	0.00680876340255
s	0.118162574514	0.146983308937	0.340459687237	0.341522331917	0.0360508813377	0.0168211824008
a	0.103611154171	0.0852571923123	0.159264649079	0.544034310639	0.0790515571126	0.0287810868003
t	0.0370876672237	0.0347277037708	0.0962342863597	0.702635120213	0.103834700371	0.0254804742668
s	0.0235103982412	0.0213465062569	0.0867434537866	0.680959506738	0.153983898124	0.0334562047556
e	0.0185874379471	0.0174529127523	0.0596941492622	0.526689505579	0.226072839375	0.151503142252
g	0.00716594414903	0.0080632345741	0.0287188547541	0.411096988526	0.318477459792	0.226477524084
r	0.00357950981634	0.00394011618137	0.0194653132514	0.316079996175	0.495805046597	0.161130011361
à	0.00587804407211	0.00793727806046	0.0227961220838	0.252761955392	0.605370148866	0.10525645212
t	0.00827340335737	0.0102205261868	0.0220563386946	0.209731143464	0.660135362955	0.0895832523733
s	0.00688390445246	0.00645782936227	0.0158539715649	0.147035499488	0.685440610985	0.138328190791
i	0.00492550838415	0.00492071948742	0.011157590855	0.108100721163	0.524349066995	0.34654638693
</S>	0.00398556554208	0.00495233259371	0.0094929579275	0.0760369175815	0.393275263497	0.512256968465
