 	non	sono	ancora	vestita	</S>
e	0.83311	0.15042605489	0.0071742179	0.002385656835	0.00690401965
n	0.536002226667	0.379802564963	0.0473749919667	0.00398259891167	0.0328375748833
ì	0.364509848889	0.495074288321	0.0801526406556	0.00543781373722	0.0548253749611
m	0.30798907763	0.566329912774	0.0844345102185	0.00455948784574	0.0366869885204
e	0.16156179521	0.465842879591	0.351960613406	0.00443583821525	0.0161988353735
a	0.09226061307	0.201774151864	0.664971751135	0.0158300714051	0.0251633687912
n	0.0695026943567	0.151466997288	0.545281157045	0.102159592135	0.13158953093
k	0.0629582381189	0.123793513429	0.292444532348	0.245781047378	0.275022673643
ò	0.068713084373	0.0850742254763	0.322034777449	0.287026142459	0.237151782548
r	0.0703794251243	0.142335995159	0.391581385816	0.250880697486	0.144822502183
a	0.0503369397081	0.153136042386	0.330969351939	0.330126699162	0.135431000728
e	0.0291590347027	0.068122156662	0.231878150646	0.576804046387	0.094036614576
n	0.0141114285676	0.0380337194207	0.110518552549	0.752386075462	0.0849502158587
d	0.0198920857225	0.0275555224736	0.0697508798497	0.729009821821	0.153791705286
i	0.0239242412408	0.0168686194912	0.0601402186166	0.60632844394	0.292738508429
m	0.0146185276469	0.0135397372637	0.0358431672055	0.518680151313	0.417318476143
è	0.0333128651156	0.0149855401879	0.152307308068	0.475003977104	0.324390332048
n	0.0547658617052	0.0358818517293	0.254763456023	0.467683959035	0.186904850683
i	0.0409871225684	0.0400263115764	0.209226185341	0.398627129678	0.311133230228
</S>	0.0286167092842	0.0282540322882	0.189572412671	0.300005644839	0.453551185114
