 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.99017125	0.00526407955	0.00196664806	0.00104604745	0.00075015399	0.0001765030675	0.000625424175
ì	0.91797873	0.07785087265	0.00188273199333	0.00125709925	0.000474509083333	0.000188167740833	0.000367996295
s	0.760367956667	0.22104646755	0.00414422636444	0.00607468628333	0.00440078335444	0.00112697504694	0.00283895435167
i	0.559211558889	0.41591545585	0.00563754392148	0.00863858176111	0.00566920299148	0.00136648269731	0.00356121901056
f	0.389036392963	0.589390065283	0.00441323514049	0.0110022489204	0.00297759267049	0.000770272847437	0.00241023043019
a	0.263360404321	0.699542121761	0.00843436788016	0.0238849279735	0.00217480919016	0.000561942575812	0.0020414532634
m	0.175923074774	0.781029260587	0.0114932282934	0.0277256036578	0.00214933249672	0.000379592761937	0.0012999261078
ì	0.126065312925	0.794453040196	0.0200597787645	0.0505847072193	0.00532037576557	0.000794567797312	0.0027221793026
g	0.069991237975	0.757418896732	0.0597256312548	0.101452082406	0.00762698392186	0.000961519765771	0.00282359428753
l	0.0782945549917	0.629022725577	0.0647268697516	0.214292450802	0.010060644974	0.00137831268859	0.00222440511584
i	0.0847860349972	0.370314624192	0.193315079251	0.332549576934	0.0137401239913	0.0023386683962	0.00295586143861
a	0.0433314388657	0.163526792064	0.311868886417	0.379652112311	0.0953609203304	0.00320153379873	0.0030582775462
e	0.0217234368219	0.0981915980213	0.201791642806	0.41141817077	0.243968896777	0.0128862009329	0.0100200388487
n	0.0359052489406	0.0761306366738	0.0903431782687	0.337910876923	0.374708878926	0.0487451219776	0.0362560789496
è	0.0401497676469	0.112948550558	0.0564004710896	0.249701262308	0.444810982975	0.0576467549925	0.0383422163165
c	0.019855582649	0.114241536186	0.0505350953632	0.230781887436	0.517404127658	0.0469433193308	0.0202384467722
h	0.009395078083	0.0601633513953	0.0339201267877	0.159122845812	0.660988375886	0.0484598407769	0.0279503802574
i	0.00569140412767	0.0326886641318	0.0321141315959	0.0725962462707	0.556088338629	0.257562804592	0.0432584057525
n	0.00709074070922	0.0178348183773	0.0302434828653	0.0372444984236	0.371233442876	0.473421868197	0.0629311325842
a	0.00681948023641	0.0129738820258	0.0278793989551	0.0246378164745	0.263271198625	0.583582276066	0.0808359525281
f	0.0104531697455	0.0120943809086	0.027123747985	0.0183395998248	0.152919200542	0.598119892022	0.180950054176
à	0.0183897702485	0.0567980613029	0.101812857662	0.0389202242749	0.180634523514	0.389100467341	0.214344143059
i	0.0164166889828	0.0844594597676	0.139573661887	0.0530376090916	0.197273977838	0.28348742578	0.22575120602
</S>	0.0117850613414	0.0696608938838	0.0947421799435	0.0498980635458	0.182351108919	0.29247538289	0.29908732301
