 	perché	aveva	lavorato	molto	</S>
j	0.659548925	0.0995756375	0.124045318	0.0842670885	0.0325629672
a	0.805707651667	0.105888074167	0.0443389503067	0.0315619094333	0.0125033670667
t	0.619030990556	0.347952811389	0.0168025604089	0.0112193461444	0.0049942598889
ì	0.302398616519	0.681170870463	0.00953131880297	0.00440484505947	0.0024942964463
ì	0.115255471506	0.838043943488	0.0412158869343	0.00297786796449	0.0025067976321
c	0.0847410701687	0.690848514496	0.217260855645	0.00444552245483	0.0027040517007
h	0.0802952823896	0.426179321499	0.485317718548	0.00499707488494	0.00321061772357
e	0.0441931774632	0.251300477166	0.697414016183	0.00363254449498	0.00345981347452
p	0.0247061368211	0.142132602389	0.825774602061	0.00336479053166	0.00402187605817
o	0.0466023589404	0.17967574413	0.752687587354	0.00585812361055	0.0151761530194
l	0.0593252916468	0.197267523377	0.673467029118	0.0272019555368	0.0427381666731
e	0.0784368292156	0.185571086459	0.567558376373	0.0583414065123	0.110092312224
m	0.0779760841385	0.16998817882	0.356904188791	0.255729980171	0.139401597408
ì	0.0399099091128	0.105166708273	0.24636019293	0.512822146724	0.095741043136
s	0.0399340287043	0.118341321424	0.32144626431	0.460254618908	0.0600237550453
o	0.0335084165681	0.098497849808	0.302010406437	0.439956056303	0.126027241682
n	0.018218926056	0.0564635426027	0.160569043812	0.581234418768	0.183514033894
t	0.0127975983853	0.0587556108676	0.204753731271	0.526355372923	0.197337664631
a	0.0105021495618	0.0466854259559	0.170927944157	0.530722104308	0.241162344877
p	0.00499080178727	0.018618289552	0.061413572119	0.692949204769	0.222028108292
o	0.00308132726242	0.008978231884	0.027135634373	0.757945844923	0.202858976097
d	0.00256079323414	0.00601897049467	0.0161418251243	0.772815348308	0.202463088699
d	0.00128939967805	0.00338669116489	0.0107052312414	0.770884329436	0.213734356233
h	0.00178403867935	0.00666985965496	0.0181266072805	0.759544276479	0.213875225411
ì	0.0104561525598	0.018806906885	0.0581750434268	0.651451425493	0.261110471804
</S>	0.0181636057799	0.0264594419425	0.0880308917134	0.537855362746	0.329490670902
