 	non	ci	dimentichiamo	mai	</S>
e	0.739126285	0.24679481555	0.0034983426	0.00488259235	0.0056979599
n	0.430004658333	0.541142045183	0.0081152867	0.00715636865	0.0135816033
è	0.336484506111	0.603436588394	0.0170676502333	0.0145782258833	0.0284329664333
n	0.34285482537	0.598826386131	0.0183370130778	0.0145404744611	0.0254412570778
a	0.28081265179	0.670502145377	0.0225503300259	0.014817762987	0.0113170926259
a	0.20676124893	0.672158495126	0.0853641250086	0.0260525089957	0.00966361654197
l	0.0887396446433	0.497162597042	0.292370665003	0.0583153269986	0.0634117481807
l	0.0567858968811	0.226678921014	0.492915888334	0.104687512333	0.118931759394
i	0.173028084294	0.157449430338	0.456136129445	0.127653247444	0.085733089798
m	0.206321149098	0.122057413446	0.513905043148	0.116891144148	0.0408252379327
o	0.115009719366	0.120197531149	0.578151001049	0.154127126383	0.0325146039776
n	0.0835126384553	0.11578092805	0.575644853683	0.169773768794	0.0552877793259
i	0.111930352818	0.0780390470167	0.575156317894	0.176376892931	0.058497354442
s	0.118580052939	0.0614045723389	0.573478305965	0.201639237644	0.0448978314807
t	0.0473552599797	0.0561023257796	0.670643568655	0.176239179215	0.0496596671602
ù	0.0672247403266	0.0491985919265	0.577113329552	0.260233213072	0.0462301023867
m	0.0766641947755	0.0486490056422	0.461665003184	0.370387304357	0.0426344641289
e	0.0574980629252	0.0487593985474	0.339710307728	0.446743368119	0.10728885471
s	0.0489135769751	0.0572175628491	0.214932162576	0.527328122706	0.151608603237
t	0.0309997819917	0.0694376676164	0.181439740859	0.536424040902	0.181698776079
a	0.0322761476639	0.0484099338721	0.137203266953	0.534892856967	0.247217778693
m	0.0252901411546	0.0327389579574	0.149579262318	0.515531638989	0.276860009564
à	0.0553281989849	0.0736662046525	0.182465577439	0.446527512996	0.242012523188
i	0.0854811216616	0.117569884884	0.215279769146	0.394301800999	0.187367427729
</S>	0.0752913838308	0.121344262442	0.240872014573	0.379675610499	0.182816738865
