 	lo	sentii	che	arrivò	</S>
t	0.95534565	0.01691885005	0.0063802092	0.017222943	0.00413236445
o	0.92447535	0.0531865510167	0.0060185261	0.01339593195	0.00292367142
n	0.807736933333	0.165941627006	0.0112125517333	0.0090947076	0.00601417317667
ì	0.507237181111	0.450803429002	0.0271022122444	0.00780090045	0.00705628853889
k	0.243521117037	0.691992613001	0.0578543784148	0.0040360395	0.00259589304963
u	0.151508175679	0.634213917667	0.208824682805	0.00414668826667	0.00130655820654
s	0.0839401692263	0.391776289222	0.516310784268	0.00703885308889	0.000933905668847
a	0.0645556487421	0.214136119741	0.667807528089	0.0503637486963	0.00313694035628
k	0.057233123914	0.145133043247	0.53529697603	0.253111772899	0.00922509645209
a	0.0439718273047	0.0982253560823	0.358084468677	0.476294207633	0.023424181484
ì	0.0379915321016	0.0622635445274	0.211596576892	0.664557619211	0.0235907476613
r	0.0232762060339	0.0508023690091	0.196399802964	0.713538249737	0.0159833733871
t	0.0205451910113	0.047033664003	0.228846740988	0.657146143246	0.0464282667957
e	0.0256772063371	0.0375481023343	0.154145236996	0.556488491082	0.226140972265
</S>	0.0352712321685	0.0455337061671	0.107027493498	0.434153485541	0.378014086132
