 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.96083343	0.02843358635	0.0019130762	0.0014375364	0.0044453514	0.001558818235	0.00137823651
n	0.7603378	0.216741398783	0.0082902325	0.00269880323333	0.00615487946667	0.00310020357833	0.00267669000333
a	0.43163914	0.536443152928	0.0194131678333	0.00285562864444	0.00441008715556	0.00291793541278	0.00232085962111
a	0.215816186667	0.721145350976	0.0501290249444	0.00360635444815	0.00608739505185	0.00222797705759	0.000987663553703
f	0.112127602222	0.529560433659	0.328281893648	0.00723529931605	0.0145078153506	0.00396606755253	0.00432083424457
o	0.0712974307407	0.264110107886	0.631123397883	0.00783659077202	0.0155593306169	0.00456272775084	0.00551032491486
r	0.0632896369136	0.195570779295	0.600572485961	0.039510678924	0.0317964627056	0.0185138693169	0.0507459971383
à	0.0664810539712	0.164104089765	0.581932898654	0.0512642466413	0.0448494212352	0.024785330939	0.0665828963794
s	0.0584975183237	0.150553116588	0.684270849551	0.0444781738804	0.0267717152117	0.0114825328797	0.0239460616931
o	0.0538290314412	0.120617628863	0.729153783184	0.0582832769601	0.0201382258706	0.0073471803599	0.0106309117977
t	0.0430710012804	0.0791781089543	0.642731527728	0.193087177987	0.0254999602902	0.0080206000533	0.00841166893257
o	0.0365813488935	0.0768991589848	0.474734219243	0.266805202662	0.10210757343	0.0268747819511	0.0159977576442
t	0.0329540347312	0.0701942993283	0.287581134414	0.423654744221	0.13157408281	0.0348619436504	0.0191798065481
s	0.0141038556771	0.0365689537761	0.140644872805	0.65045931474	0.09758155927	0.0321064178835	0.0285350528494
o	0.012620952559	0.0301791032587	0.0874077086017	0.470444416913	0.181052959757	0.106778987961	0.111515889616
m	0.0101722694863	0.0174986929862	0.0499989388672	0.424101784304	0.226764193252	0.132575093654	0.138889018205
ì	0.0075716014621	0.0171403718954	0.0326993599557	0.390573347435	0.292060294417	0.161785758885	0.098169247735
p	0.00787713848737	0.0190488519651	0.0296887753186	0.247959151812	0.374825721472	0.221101619628	0.0994987279117
à	0.00784513616246	0.0167661489884	0.0230863777729	0.194731016604	0.340798450491	0.315290326543	0.101482574637
s	0.00701611942082	0.0171974126628	0.0197136019243	0.0942562615347	0.279229030164	0.459324875514	0.123262718212
s	0.00418081090694	0.0134615552209	0.0144130496414	0.0591454005116	0.203894983388	0.502140625171	0.202763566071
i	0.00462332290231	0.010463494907	0.0118803602138	0.0302505048372	0.125382591796	0.469945701724	0.347454022024
n	0.0038830855341	0.00674487133567	0.00976259817127	0.0355435496124	0.102474061265	0.498440137241	0.343151707341
i	0.00541814487803	0.00793269397856	0.0111929624904	0.0375471575375	0.095946193755	0.45821895908	0.383743919114
m	0.00581919519268	0.00780803675952	0.0103044745635	0.0320641268458	0.0826359979183	0.42528105636	0.436087143038
è	0.00799953396423	0.0148272476865	0.0166027255878	0.0345372879486	0.108099565973	0.471986785453	0.345946881013
r	0.0108295029881	0.0233089212288	0.0255296918626	0.0435315683162	0.123294156991	0.485785075151	0.287721113671
a	0.0116725956627	0.0208508037429	0.0227782106209	0.0431743101054	0.0921022063303	0.37005737505	0.439364534557
</S>	0.0145537478313	0.0200113568714	0.0210429803105	0.0304286210527	0.0616058366652	0.215797242525	0.636560252278
