 	se	vieni	a	casa	ogni	sabato	</S>
a	0.9162158	0.0282033273	0.0195076813	0.02299753085	0.0058539176	0.001426391275	0.00579541255
n	0.637701676667	0.196317322433	0.1087222531	0.04158531295	0.0111960842	0.000561448638333	0.00391593515
è	0.276031650889	0.320455434144	0.219337941033	0.163668540317	0.0169904630667	0.000290343219444	0.00322560478333
r	0.14314589763	0.374994834715	0.260621420344	0.207829183439	0.0114215030356	0.000343863316481	0.00164327461778
t	0.114066554543	0.339968978238	0.343353690115	0.19149703448	0.00782919735853	0.00100725303883	0.00227730709593
i	0.0798718358477	0.202146969413	0.472942106705	0.231192201493	0.0104225071195	0.00105530780828	0.00236908474531
è	0.0358430572826	0.129315727138	0.383449250568	0.435452230498	0.0141440663732	0.000579545031427	0.00121609506177
s	0.0226953880942	0.0568142497127	0.208729938523	0.692030273499	0.0168892851244	0.00189622984381	0.000944542027257
s	0.0279771750314	0.0349678052376	0.139698950508	0.552291621166	0.199462563708	0.0429365841479	0.00266519124909
u	0.0273606443438	0.0323620427459	0.0868459745027	0.348202503722	0.435010721236	0.065715071716	0.00450299008303
k	0.0164785295479	0.0251029623486	0.0548281228342	0.383216114574	0.454451417079	0.060212417572	0.00571041236101
u	0.0134048659493	0.0177300795495	0.0302245889447	0.306705353191	0.551323465693	0.0731090571907	0.00750254712034
à	0.0119007097164	0.0143891771832	0.0197933566482	0.127504309397	0.691892958564	0.127203972397	0.00731548394011
i	0.00652126240547	0.00647392726107	0.00899947848273	0.0633402604657	0.699039606188	0.201985350799	0.0136400972134
s	0.00575277140182	0.00502539995369	0.00672583509424	0.0417969108219	0.554646668729	0.368929850266	0.0171225534045
à	0.00886680596727	0.0101846486512	0.0119725276981	0.0416918136073	0.489013689576	0.415039360089	0.0232311781348
m	0.0101811503224	0.0108179574837	0.0127558698994	0.0336856805358	0.438562986525	0.45921745003	0.0347789587116
b	0.00588805977413	0.0048495275279	0.00611036083313	0.0186663251786	0.260477038842	0.65678975001	0.0472189802372
a	0.00659572559138	0.00663539044263	0.00709224047771	0.0138483530595	0.194586876281	0.54426854667	0.226972876746
</S>	0.00983587529569	0.0105256639713	0.0107297957389	0.0149428600297	0.18066195314	0.377048948335	0.396254888373
