 	non	li	aspettiamo	più	</S>
e	0.58877044	0.391429924275	0.001629407675	0.00573928045	0.01243092855
t	0.265381061333	0.551434234758	0.0173561608917	0.0392852858167	0.12654324885
u	0.125844123111	0.626300491586	0.0291167849639	0.0555500519389	0.16318857395
s	0.102651635704	0.547092497195	0.0683830076546	0.0734378639796	0.20843497565
m	0.106355665235	0.377278222398	0.176959095885	0.116623457993	0.222783501883
è	0.0778349324117	0.449026664133	0.183148791962	0.196930262664	0.093059324961
n	0.0571738848039	0.385947678044	0.207295653987	0.287067067555	0.062515705987
u	0.0767294529346	0.206274762681	0.315995791329	0.353620969185	0.0473790359957
m	0.0551308526449	0.113012959227	0.237123114776	0.559061223062	0.0356718993319
e	0.0266667158816	0.0643554967423	0.091919562592	0.737150141021	0.079908116444
p	0.0180254669605	0.0364806642474	0.039141053864	0.778442013674	0.127910815481
l	0.0095392255535	0.0238613894158	0.019725465288	0.771611271225	0.175262681827
è	0.0709470480845	0.0359617344719	0.0308580727627	0.682928090408	0.179305087276
o	0.107584800028	0.0469322681573	0.0408569842542	0.560971676803	0.243654289092
</S>	0.080221906014	0.0411781440787	0.0318218671271	0.499150858401	0.347627244546
