 	che	non	li	aspettiamo	</S>
n	0.926178025	0.02965464255	0.0388984465	0.00122052675	0.0040482232
a	0.837228375	0.10969995255	0.0476417421667	0.00125780475	0.00417202636667
m	0.656171958333	0.198770077517	0.120647407389	0.00214754365	0.0222629954222
i	0.414927318111	0.136063306839	0.40885696913	0.00834700188333	0.0318054501407
t	0.251205414704	0.0914734682797	0.456705633043	0.0133055492944	0.18730998038
u	0.218955521568	0.11532324776	0.386772287681	0.0321248910981	0.24682404146
s	0.200461097189	0.134520929253	0.374985495894	0.044110180366	0.245922275153
m	0.14215473373	0.101039550418	0.468813615298	0.0434788214553	0.244513247384
ì	0.06105296271	0.0411979011393	0.739247821766	0.0537609721518	0.104740288128
n	0.0506523077033	0.0595051340464	0.710721517255	0.0785655697173	0.100555426043
o	0.0527033409011	0.0976062713488	0.454499535752	0.274967523239	0.120223308681
m	0.0284018393004	0.0687686144496	0.408100208584	0.334016104413	0.160713222894
e	0.0190452651001	0.0401840974832	0.355698692861	0.187874788138	0.397197147631
</S>	0.0187424995501	0.0419190217416	0.19704046643	0.158397759069	0.583900253816
