 	ho	messo	uno	specchio	sul	muro	</S>
è	0.61560801	0.38062379895	0.0013874928	0.00036104689	0.000467529	0.00095520547	0.00059692737
v	0.30820432	0.686286266317	0.00324399283333	0.00057541878	0.000662864086667	0.000520031696667	0.000507053713333
a	0.35190226	0.641371078772	0.00465166531111	0.000600144906667	0.000722624935556	0.000511400725556	0.000240739334444
l	0.350339718333	0.611476406257	0.0345365665704	0.000912580248889	0.000972068418519	0.000837054375185	0.000925595351481
a	0.282792217778	0.598605292086	0.11327350419	0.0019263789163	0.00132744527284	0.000913092258395	0.00116206551483
è	0.292390822593	0.324982535362	0.37799942473	0.0023313860721	0.000972388657613	0.000700123086132	0.00062332520261
n	0.140355458531	0.231980669787	0.59900069491	0.0257430833574	0.0011034756192	0.000933887495377	0.000882743134203
a	0.115126213844	0.239986856596	0.517358471637	0.122896287786	0.00261409447307	0.000985432465126	0.00103263209473
n	0.104275024915	0.147377174532	0.515194077212	0.228044552595	0.00327940699102	0.000836678588375	0.00099306501491
j	0.0363110409383	0.0680075671773	0.602376992404	0.281458454198	0.00450414099701	0.00275415562946	0.0045876315383
a	0.0513326826461	0.0713147157258	0.453535377468	0.403786578066	0.009973172999	0.00360134780982	0.00645613151277
l	0.0558755292154	0.0671803779086	0.272882889156	0.551970206022	0.0290253176663	0.00586514836994	0.0172005648376
ì	0.0468768480718	0.0734037453029	0.299449403052	0.446497302007	0.101557382555	0.01155350679	0.0206618340792
s	0.0450669961573	0.082237735101	0.303738994351	0.394080567336	0.153989380852	0.0118929154967	0.00899342159307
t	0.0213360275191	0.048064986367	0.23359150145	0.417885289112	0.235076353617	0.0298341707322	0.0142116969644
o	0.021088419173	0.0317043254557	0.160679100483	0.252592369704	0.405990501206	0.0728129635774	0.0551323589881
t	0.0167481431577	0.0211559534852	0.0898690478277	0.139603803235	0.577166617069	0.0917649745258	0.063691463496
ì	0.0066593854859	0.0097139646284	0.0630182946092	0.084614332745	0.563362639023	0.238986294842	0.0336450706653
c	0.0032622075853	0.0061017052428	0.0499968398697	0.0528947712483	0.477370479674	0.373217594947	0.0371564112218
h	0.00191502861843	0.0047715546476	0.0441106786232	0.0568820657494	0.468355536558	0.340540938316	0.0834242090739
o	0.00214747653948	0.00338983108253	0.0311757532077	0.0462867822498	0.308378683519	0.354412652772	0.254208816358
</S>	0.00233175976974	0.00292182534127	0.0213378351039	0.0301895216249	0.171391983759	0.383971101386	0.387855958179
