 	viene	fabbricato	</S>
è	0.9632743	0.0305748779	0.0061508273
r	0.9855999	0.0115896744	0.00281043934333
k	0.9782172	0.0184102899667	0.00337252215778
e	0.718157763333	0.259082736656	0.0227595237193
t	0.587127584444	0.377317232219	0.0355552065731
e	0.513398424815	0.43460601074	0.0519956005244
f	0.239380469605	0.688852386913	0.0717671785081
a	0.134879781202	0.758233888971	0.106886349503
b	0.0910970850673	0.741036806324	0.167866133168
b	0.0585678090224	0.667722735441	0.273709467723
r	0.0500893790075	0.53573318848	0.414177452574
i	0.0494373763358	0.435189872827	0.515372767525
k	0.0708275734453	0.476214724276	0.452957682508
à	0.111740759148	0.598093008092	0.290166200836
t	0.102920411383	0.573115869364	0.323963680279
o	0.0601815121277	0.423526609788	0.51629184676
</S>	0.0452118460639	0.338254984894	0.61653315338
