 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.95736015	0.0108802905	0.0160778154	0.0079445481	0.00234434765	0.0023750887	0.0030177326
i	0.862366506667	0.1074010925	0.015855896	0.00773930119	0.00198471497333	0.00214040285933	0.00251207584533
k	0.588401322222	0.392580844167	0.0088314922	0.00364348832	0.00106441594778	0.00131378031244	0.00416461526044
à	0.368119897407	0.615977334722	0.00713807453333	0.00226392995667	0.000748630691927	0.00104143528748	0.00471065041015
n	0.246171351469	0.731902591574	0.0175538776444	0.00128287293556	0.000601042406642	0.000606608045827	0.00188160650672
n	0.116069578823	0.684650130525	0.182490405881	0.0103735048452	0.00268649503555	0.000684195531942	0.00304563298224
i	0.152593562274	0.543379913508	0.28346878196	0.0138034986817	0.00309798322518	0.000511542123981	0.00314465993341
e	0.148639295025	0.360454089503	0.47845870732	0.0099942692939	0.00115260453839	0.000223644737994	0.00107737265547
A	0.0550871576083	0.131150852834	0.79462098244	0.017783664098	0.000815995462797	0.000102963997998	0.00043838676349
n	0.0255697487361	0.0949113156113	0.780980240813	0.0868600906993	0.0105058525209	0.000787620951333	0.000385090361163
n	0.012550593112	0.0841238402038	0.631102270271	0.2377565369	0.0317347171736	0.00195428428378	0.000777692353721
a	0.00756165147067	0.0375424074013	0.402740523424	0.507875098967	0.0408331433912	0.00256602286126	0.000881106977907
o	0.00453239069022	0.0155567711338	0.194029861141	0.702375822989	0.0778240977971	0.00472934965375	0.000951742319302
s	0.00278844739674	0.0092967870446	0.151025343714	0.627104330996	0.184476072599	0.0207844755513	0.0045245860731
à	0.00727505253225	0.0240757673482	0.172108407905	0.520355276999	0.242366750866	0.0272296585171	0.00658913402437
m	0.00837932857742	0.0303634021161	0.143949869968	0.417095059	0.342629013622	0.052533573839	0.00504979217479
b	0.00356765629247	0.0159338358054	0.093013700656	0.303081516333	0.476568584541	0.0977558679463	0.0100788538916
a	0.00651292746416	0.0131580510351	0.0823813868853	0.271478858778	0.42715802818	0.162124039315	0.0371867429639
p	0.00748333863805	0.0120605940117	0.0819138322951	0.210357784259	0.281701592727	0.351573999772	0.0549088816546
o	0.00753194402935	0.0117838013372	0.0860395474317	0.168193642753	0.184136270909	0.469513613257	0.0728011545515
r	0.00762109804312	0.0115681101124	0.0811854358106	0.145554312918	0.12444945697	0.545796577752	0.0838249781838
n	0.00333490611437	0.00823834970413	0.0617638519369	0.082630488306	0.0775878776567	0.705567839251	0.0608766793946
ò	0.00921061743812	0.016091211568	0.070045203979	0.119756718102	0.0699187795522	0.559523993084	0.155453499798
</S>	0.0160185922191	0.023544240284	0.0936086569895	0.179855954051	0.0754379472761	0.349458916542	0.262075749899
