 	sto	e	cucino	</S>
e	0.92655215	0.041592739735	0.02543530585	0.0064198428
s	0.946412726667	0.0160815090683	0.0119268705167	0.0255789452667
t	0.865944835556	0.0287407103561	0.00962291817223	0.0956915500889
è	0.622077645185	0.258769093452	0.0110550227241	0.108098232363
c	0.436019631728	0.429914224484	0.0813239155747	0.0527422437877
e	0.306375105576	0.389685151495	0.140953948525	0.162985818596
m	0.150382630192	0.418550067165	0.192176926175	0.238890372865
a	0.0886750113973	0.327076195722	0.321368115392	0.262880657622
r	0.0721504151324	0.180142525241	0.386624958464	0.361082089207
è	0.0850024400441	0.20275149508	0.425290072821	0.286956009736
o	0.0672923360147	0.19545768836	0.419449757607	0.317800246579
</S>	0.0440773645074	0.13814762918	0.370547978803	0.44722704329
