 	vuole	andare	a	Lecce	</S>
i	0.9805064	0.00667788105	0.00154325307	0.0091931749	0.002079237295
t	0.901285066667	0.07497586105	0.00847451297	0.0090681549	0.00619638616167
è	0.763432875556	0.186220193683	0.02927499399	0.0132956893	0.00777622858722
l	0.646292828519	0.234359131228	0.0923476879967	0.0225535951	0.00444675429574
i	0.43927370284	0.437716660409	0.0981345561656	0.0217484811	0.00312662383858
n	0.21248648928	0.696410970136	0.0589958038885	0.0297473287667	0.00235943871953
a	0.115388466093	0.784390570045	0.0619267616295	0.0360179919222	0.00227621347318
p	0.0776242133643	0.769620360015	0.0927652425432	0.0509587579741	0.00903142945773
à	0.0724884657881	0.598364176672	0.244040227514	0.073145297658	0.0119618650192
i	0.0655294044294	0.423340925557	0.377618245838	0.122749299219	0.0107621518731
L	0.0290268376431	0.305812621852	0.343928335279	0.309522083073	0.0117101089577
u	0.0447734095477	0.263664687284	0.25847792176	0.410507494358	0.0225764663192
p	0.0464180543492	0.212241900761	0.171685825253	0.530673298119	0.0389808981064
p	0.0226308482831	0.126571688587	0.087935965751	0.588118832706	0.174742625369
ì	0.023753992761	0.132776696196	0.0836365445837	0.547051777569	0.212780979123
u	0.0212767819203	0.141254422065	0.0998227428612	0.56255605919	0.175090007041
n	0.0199711119734	0.144113044022	0.110328008954	0.524978663063	0.20060915568
a	0.0313865466578	0.124502838007	0.107643154651	0.385607712354	0.35085973856
</S>	0.0376454133289	0.102460259004	0.0812378548255	0.246108178177	0.53254831928
