 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.98109525	0.009487956	0.00160165489	0.0022586499325	0.000942949828	0.0007920061497	0.0009294294985	0.000567686015	0.0006345601735	0.0012458823755	0.00044400045
t	0.944700926667	0.0313858913333	0.01225199799	0.00176166726583	0.002404603428	0.000993541216367	0.0019022825985	0.00109570104833	0.00161554804017	0.0007149070755	0.00117293525
t	0.913398018889	0.0436029294444	0.01877720533	0.00242689428861	0.00419189160933	0.00145734933879	0.0039726349995	0.00312913058278	0.00486759791339	0.00104536552517	0.00313095575
ù	0.774934106296	0.196082325481	0.00947219014333	0.00168098394787	0.00273045011478	0.00088551019143	0.00308509028417	0.00292383625093	0.0045623154978	0.000871015815723	0.00277216425767
a	0.476633502099	0.508599848494	0.00804011108111	0.000612311020957	0.000980538769927	0.000298205442977	0.00107250784572	0.000993253684643	0.00153358340193	0.000299574211808	0.000936551478223
n	0.330681777366	0.568357349498	0.0889400456937	0.00654480806032	0.00190003474331	0.000733073681659	0.00074518031524	0.000496740632548	0.00076137179331	0.000279191203169	0.000560450510741
k	0.283202392455	0.395926466499	0.302356411898	0.0101254604534	0.0027257365811	0.00104927456055	0.000985859638413	0.000499253137516	0.000957062981103	0.000631834867723	0.00154029937025
ò	0.219082454152	0.328403638833	0.439067037299	0.00722229358447	0.0016163230937	0.000536165576183	0.000733019148804	0.000350754981839	0.000783099853034	0.000576075144574	0.00162917680308
r	0.168815444717	0.334361139611	0.481094432433	0.0101687125282	0.0021215474979	0.000957968648061	0.000642453485601	0.000406230629946	0.000529064377011	0.000335904336858	0.000567106611693
a	0.118010906239	0.332706993204	0.458440574144	0.0839121148427	0.0035114684993	0.00138930604935	0.0006837551352	0.000427499456982	0.000446369299004	0.000258545168619	0.000212456961231
s	0.078415767413	0.249721841068	0.536395701381	0.118932184948	0.00985262226643	0.00256022548312	0.00180686008507	0.000336098899327	0.000820972606335	0.00061644001254	0.00054130181341
