 	vuole	pianto	</S>
e	0.979828175	0.005672159533	0.0144996645
t	0.933363038333	0.002962891633	0.0636740538333
è	0.769223576111	0.0338426646443	0.196933754611
l	0.712582342037	0.0456412103814	0.241776418204
i	0.530383761346	0.14285905896	0.326757136068
k	0.273795221115	0.184864899653	0.541339855356
l	0.201077625372	0.170318079884	0.628604285119
a	0.112182108124	0.302955576628	0.584862288373
m	0.080700480708	0.278347990543	0.640951492791
m	0.077029680236	0.167401215181	0.755569114264
è	0.0793778700787	0.305139538394	0.615482624755
n	0.214122466693	0.356458399465	0.429419148252
o	0.260810955564	0.284812126488	0.454376936084
</S>	0.175261662782	0.312951893244	0.511786468042
