 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.95816025	0.01092553625	0.012287666	0.003809237285	0.00272188675	0.0021309586	0.00291243525	0.00551098255	0.001541085035
ù	0.97630762	0.00991071958333	0.00460941298667	0.00165795097833	0.00143117214333	0.001495387368	0.00188157724333	0.00207419325	0.000631968513333
t	0.849276836667	0.132735893861	0.00267071371556	0.00254016468611	0.00267460010778	0.00334182415733	0.00333924400778	0.00216163671667	0.00125904534944
t	0.538794608889	0.397024951287	0.00578587963852	0.00998120489537	0.00698992036926	0.0128046997191	0.0173576453359	0.00629386117222	0.00496718111648
o	0.520099916296	0.411917333762	0.00682328721284	0.0107336750151	0.00647503153309	0.0131353214144	0.0193689043003	0.00625607176907	0.00519041916549
t	0.536078868765	0.432489827921	0.00422449040428	0.0045395997217	0.00319542945436	0.00612283664613	0.0078959309551	0.00288940206802	0.00256358958183
r	0.364363412922	0.61285104264	0.00429492580143	0.00307743064057	0.00278314621812	0.00396808204871	0.00438076618503	0.00197229402267	0.00230887492728
a	0.356846514307	0.609638347547	0.0197548296005	0.00523195061352	0.00280729880604	0.0015578591929	0.00182803068501	0.000926247427557	0.00140891994176
v	0.272640596436	0.690960995849	0.0248728270335	0.00566569900451	0.00280894513535	0.0010606521743	0.000923089518337	0.000533360112519	0.000533855593253
ù	0.138092988479	0.71610786195	0.0792937328445	0.0563624268015	0.00794832637845	0.000971386924767	0.000594777914779	0.000385346146506	0.000243181443084
d	0.079981304493	0.622191537317	0.173807084282	0.102381708934	0.0175421271262	0.00323090507492	0.00054290228026	0.000216339584502	0.000106113912028
i	0.0437413794977	0.435116185772	0.196789514761	0.277102286311	0.0405649097087	0.00589832012497	0.00055912117342	0.000160771962167	6.75407440093e-05
e	0.0265103164992	0.189457390257	0.16221148492	0.535260995437	0.0704411979029	0.0141772888083	0.00161713170447	0.000162201158056	0.000162009979003
e	0.0142125929664	0.108579061752	0.117352134973	0.597886148479	0.127512837301	0.0309373619361	0.00289866776816	0.000267106789352	0.000354069666334
t	0.0218266287888	0.102441720584	0.0813624816577	0.479642459493	0.177910062434	0.126427369645	0.00451994812272	0.00163987088645	0.00422942043878
o	0.0300641875963	0.0894474668613	0.0528494755526	0.344391466498	0.206628660811	0.261371616548	0.00685334037424	0.00258911026215	0.00580463191293
n	0.0256541651988	0.0727436222871	0.0351464748509	0.274010722166	0.22219997027	0.338432628849	0.00893635812475	0.00786835655405	0.0150076697376
è	0.0203542593996	0.0626571917624	0.0234117672836	0.188023494055	0.171042066757	0.488729366283	0.0170896463749	0.0106162361847	0.0180759404125
g	0.0115108845332	0.0350405125875	0.0157452027612	0.114402358018	0.126582775586	0.641581922094	0.0393479384583	0.00886775506157	0.0069206423375
r	0.00705054457773	0.0270687985292	0.0147145005871	0.0747758793393	0.116976388529	0.701224140698	0.0460900791528	0.00831380702052	0.0037858756125
a	0.0120873631926	0.0252228425097	0.0189047098624	0.0542118677798	0.0919393361763	0.643437320233	0.126030386051	0.0219036476735	0.00626253117083
t	0.0123393391309	0.0212395815032	0.0163445199541	0.0352193555933	0.0587208807254	0.584341463411	0.22801231535	0.0334616332245	0.0103209322236
s	0.0065752201103	0.0228076008344	0.013517179318	0.0295302341978	0.0426416975751	0.50774361447	0.327903505117	0.0320859257415	0.0171950444079
e	0.0050896003701	0.0194294162781	0.011659424106	0.0253524883993	0.0305315498584	0.290144444823	0.454838835039	0.137881063914	0.025073176136
è	0.00415376932337	0.011319242426	0.00649115803533	0.0138484184664	0.0142445709528	0.130027629274	0.498135645013	0.301307784638	0.020471790312
n	0.00280297890779	0.011301152142	0.00596068001178	0.0120811761555	0.0114653949843	0.114151684091	0.521947248338	0.292945658213	0.0273440340373
a	0.00264881306926	0.009461278814	0.00593589967059	0.00973741905183	0.0101100107614	0.104074372697	0.461867616113	0.345735676071	0.0504288970124
p	0.00261618285642	0.00704171570467	0.0040788591902	0.00575244901728	0.00604775422047	0.0554741522323	0.335494342038	0.51375235869	0.0697421836708
o	0.00246690078547	0.00637670123489	0.00338364679673	0.00499776890576	0.00481181504016	0.0399532867441	0.252591544013	0.563433619563	0.121984749224
è	0.00258242526182	0.00862350574496	0.00439422193224	0.0109060622019	0.00764806844672	0.0311446849147	0.164103860338	0.647749906521	0.122847271741
t	0.00279382602061	0.0124772825817	0.00762761021075	0.0152745320673	0.0116651931489	0.0304929303049	0.119678279113	0.64618665884	0.153803689247
a	0.0028652087402	0.0096427952939	0.00734373340358	0.0109108536558	0.00940301214963	0.027102503435	0.104816348704	0.584602389613	0.243313179749
</S>	0.0026648808201	0.00631403579695	0.00497015020179	0.0073900387779	0.00621204772481	0.0225467287175	0.083374597852	0.606082814807	0.260444724874
