 	possono	essere	ancora	svegli	</S>
i	0.99150628	0.0044181402	0.0003443056125	0.0035772596375	0.0001539235225
s	0.92614158	0.0670029272333	0.0017911393125	0.00244348647083	0.0026207925425
ò	0.704084353333	0.287968995744	0.0023332927375	0.00209321921028	0.0035201098875
z	0.508642947778	0.485646228581	0.00230753104583	0.00186400439009	0.0015392651825
o	0.367510132593	0.626473736194	0.00287461111528	0.0020350040167	0.00110650244083
n	0.215716660864	0.776509858731	0.00289193607176	0.00333828112557	0.00154325241361
e	0.165308220288	0.803366229577	0.0246106564573	0.00471575237519	0.00199912903787
ì	0.142062743429	0.792982219859	0.0458287344858	0.0087574644584	0.0103688340126
n	0.150211254476	0.711973939953	0.0924771071619	0.0227198878195	0.0226178113375
e	0.137073252825	0.473594656651	0.346622709054	0.0238448199398	0.0188645878458
a	0.063018643475	0.258124090217	0.658270603018	0.0125001272133	0.00808655451527
n	0.0576185336917	0.281079541406	0.588852471006	0.0172122113044	0.0552372160051
k	0.0693972925639	0.345509987135	0.346262963669	0.0577500654348	0.181079658668
ò	0.046372960188	0.254676172378	0.311598091223	0.188018038478	0.199334699556
r	0.034383589396	0.167290125793	0.336478617074	0.332612652826	0.129234956519
a	0.0338863037987	0.118662440264	0.444981925691	0.288858157609	0.113611147506
a	0.0238066835329	0.089069420088	0.403986171897	0.395098912536	0.088038818502
t	0.017583429111	0.0915103233627	0.185574285966	0.570477444179	0.134854523501
s	0.0164942188703	0.0727399474542	0.0959103329887	0.60018596806	0.2146695345
ù	0.00895877712343	0.0416610258181	0.0754932286629	0.648585042687	0.225301938167
n	0.0127172573745	0.0539522022727	0.0902053915543	0.558887000896	0.284238152722
n	0.0128585200915	0.0537752220909	0.0955710905181	0.449797826965	0.387997324241
i	0.0056485363305	0.0282276353636	0.0934761268394	0.518589802322	0.354057874747
t	0.00459355657683	0.0325031624545	0.0805369332798	0.530310317441	0.352056004916
i	0.00392023905894	0.0337462734848	0.0637329320933	0.35765794248	0.540942581639
</S>	0.00254705162947	0.0229696447424	0.0573460710467	0.26449120124	0.652645990819
