 	il	lenzuolo	vuole	lavato	</S>
o	0.9810489	0.0066879101	0.00547179345	0.004490755523	0.00230069348
p	0.860072	0.1225506273	0.0138486887833	0.00171925205633	0.00180945884667
l	0.54540617	0.4185924491	0.0313763595944	0.00129923631878	0.00332578151556
a	0.364428516667	0.601816096367	0.0296472781981	0.00109005903293	0.00301806357852
ù	0.268285845556	0.705711965456	0.023334950066	0.000813688087643	0.00185359476617
n	0.139447485185	0.822161655152	0.0351194623553	0.00144572034588	0.00182576578872
a	0.180946015062	0.681017998384	0.106657217452	0.0203143078486	0.0110645645296
t	0.175768149021	0.440072379461	0.298850339151	0.0572319436162	0.0280772248432
è	0.076788215007	0.277047963154	0.51879516305	0.100502552872	0.0268660811144
l	0.041771747669	0.172064987718	0.634784391017	0.121614072957	0.0297647608715
i	0.027363094223	0.103132886906	0.451228493672	0.346004156319	0.0722713412905
p	0.0157334090743	0.0476356439687	0.247219657891	0.581278552106	0.108132745764
l	0.0099924973581	0.0304082276562	0.212333419297	0.605191090702	0.142074800588
i	0.0109554124527	0.0217127250521	0.116847692966	0.659522520234	0.190961656863
m	0.00897533931757	0.0162283390174	0.0542398308553	0.727656806745	0.192899682288
è	0.0143318539392	0.0364448201725	0.0676724669518	0.716067735582	0.165483140763
n	0.0209742153131	0.0565821467242	0.0959502323173	0.656852465194	0.169640946921
o	0.0187158324377	0.0428422689081	0.0722146861058	0.516042218398	0.350184982307
</S>	0.0179527292189	0.0306404044541	0.0416679810529	0.392469474199	0.517269391154
