 	voglio	che	Maria	viene	domani	</S>
t	0.91635902	0.0111848794	0.036620719	0.0176273133	0.0144691345	0.0037389098
è	0.843024586667	0.0447222204667	0.0808795796667	0.0163799375333	0.0120551555833	0.00293846771333
l	0.562534562222	0.153061836822	0.271477879889	0.00689678627777	0.00475497694443	0.00127395031778
o	0.374450954074	0.321299428941	0.297352932296	0.00410277625926	0.00217113884814	0.00062277171926
e	0.287433677691	0.350757609647	0.357618596432	0.00288996578642	0.00101385313271	0.000286261899753
M	0.170086085564	0.254495889882	0.570740548811	0.00307357979547	0.000671900694237	0.000931975846584
a	0.166082455188	0.419809079961	0.407970889604	0.00422138083182	0.000768298898079	0.00114786005553
r	0.149279101729	0.561383639987	0.196409353201	0.0448031268439	0.0395065596327	0.00861818459184
ì	0.182692820576	0.515768959996	0.1779783044	0.0597851426146	0.0525290299109	0.0112457671306
a	0.196332283525	0.533947833332	0.206879411467	0.0382776568715	0.0200111220036	0.0045517039102
n	0.133141635508	0.451274477777	0.264884633822	0.12563233129	0.0206519246679	0.00441498623673
a	0.115178632836	0.359538105926	0.334616317941	0.161050489097	0.0227998877226	0.00681656874558
r	0.102321193279	0.253235991975	0.30463811598	0.278037361699	0.0505065167409	0.0112608375819
t	0.0399437744263	0.122240809658	0.20359866666	0.460231420566	0.158752266914	0.015233065194
i	0.102784825809	0.160336765553	0.18172686022	0.357743233522	0.171991028971	0.0254172777313
à	0.122492622503	0.158112853851	0.15153277474	0.215837637841	0.32745606299	0.0245680489104
v	0.043009617501	0.0690493399503	0.0982007962467	0.208053952614	0.568759507663	0.0129267963035
v	0.0163615317003	0.0431731619834	0.0813855164156	0.194504117538	0.640430372554	0.0241453077678
r	0.00839018956677	0.0410048159945	0.0641227951385	0.147443504179	0.696954660851	0.0420840272559
i	0.0244236190889	0.0522118153315	0.0658963570462	0.0981415730597	0.513158120284	0.246168530419
</S>	0.0419570495444	0.0577644276658	0.0672877035231	0.0676112165298	0.320524980142	0.44485466521
