 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.84286387	0.03128021215	0.106474175	0.00597962515	0.0031420753	0.0034045267	0.00283599335	0.001745526925	0.00227399887
n	0.543062043333	0.136814710717	0.287435595	0.0166910704833	0.00579107096667	0.00198812256667	0.00464326318333	0.00151526549167	0.00205883230333
è	0.213946522778	0.197425670239	0.546664655	0.0284767041611	0.00539102672222	0.00096238288889	0.00404097959444	0.00122098569722	0.00187105934778
r	0.095988235926	0.277115203413	0.596953908333	0.023114194387	0.00263513744074	0.000711349276297	0.00185698968481	0.000727235299073	0.000897768775927
t	0.069327098642	0.280377477804	0.627105616111	0.0157529574623	0.00271199528025	0.000611581325432	0.00213384221494	0.000965145433024	0.00101431067198
i	0.052491028214	0.139650999268	0.783580038704	0.0177795791541	0.00244684707008	0.000362288295144	0.00197574581498	0.000775621051675	0.00093790900566
s	0.029518703738	0.0929185484227	0.833078732901	0.038049503718	0.00330029433336	0.000509929465048	0.00137576174833	0.000699291391225	0.000549263083553
e	0.034253498246	0.0772342514742	0.714862157634	0.160844787906	0.00864627311112	0.000847992321683	0.00215876738278	0.000716805620408	0.000435458132184
s	0.0347759554153	0.0588864191581	0.500312205878	0.378687062635	0.0209256147037	0.00116485567389	0.00347714039426	0.000975286096803	0.000795467048395
i	0.0367498298051	0.057747608386	0.346293828626	0.455653054212	0.0917634339012	0.00437053402463	0.00518312879809	0.00122608979893	0.00101248212613
t	0.0356374467017	0.0506324362287	0.205182781875	0.513141804737	0.180947024634	0.00550328510821	0.00655298579936	0.00123909086631	0.00116314648538
t	0.0195023573339	0.0327151878429	0.139081986292	0.513790844912	0.270406708211	0.00420261570274	0.0145906491331	0.0029599360221	0.00274971819513
à	0.0177544634446	0.032930112281	0.130999550431	0.350619991637	0.426386062737	0.0177436678009	0.0169829343777	0.00329243757403	0.00329074303171
a	0.0111518011149	0.0198987827937	0.0803515298103	0.213650287212	0.579121234246	0.0671280926003	0.0217332321259	0.00409458742468	0.0028704284439
n	0.00649042810497	0.0120690602979	0.0604767899368	0.215782332404	0.530592078082	0.1204504642	0.035313841042	0.00756285947489	0.0112621242813
k	0.0136112814683	0.0168342910993	0.0592044673123	0.226940507468	0.456223676027	0.126909064733	0.0465508066807	0.011274146825	0.0424517444271
ò	0.0145725185561	0.0166225840331	0.0434216604374	0.125045721489	0.380378935342	0.200161858244	0.120620079894	0.050800718275	0.048375943809
r	0.00687340375203	0.011807545511	0.0308470201458	0.0758883808297	0.261792905114	0.286856096081	0.219400189965	0.0849859877583	0.021548471403
a	0.00693602708401	0.012254331337	0.0228904807153	0.0536607599432	0.239781461705	0.330807508694	0.217142189988	0.101082350919	0.0154448749343
e	0.00605961070467	0.009334158499	0.0148153231051	0.0261226489811	0.156253406902	0.255315628231	0.232104376663	0.286499106973	0.0134957314114
n	0.00393340804489	0.00545571121967	0.010876342235	0.0321619836604	0.0932219053007	0.105367574744	0.234949822221	0.490829035658	0.0232042235705
è	0.00402306198163	0.00522691573989	0.0118865580783	0.0346640265535	0.0743542634336	0.0536232129147	0.17612094074	0.612292011886	0.0278090551902
p	0.00298016142721	0.0046743041133	0.0102366460261	0.0184707751845	0.0451258448112	0.0347885023049	0.19511693358	0.663422037295	0.0251848133967
r	0.00213419067574	0.0038492011711	0.00877271167537	0.0126543789282	0.0351710999371	0.0300672857683	0.215459444527	0.641108229098	0.0507834221322
ò	0.00426467882525	0.00492939999037	0.00908072305846	0.00990068817607	0.053804002979	0.0443557935894	0.146613470509	0.657784093033	0.0692671357107
n	0.00705780727508	0.00653469619679	0.00942249018615	0.00966892672536	0.0660746383263	0.0469913155298	0.0814115278363	0.644229997678	0.128608620237
t	0.00534844849169	0.00438961533226	0.00688969122872	0.00690028417512	0.0421204067754	0.0243829105099	0.0649297779454	0.642290499226	0.202748410079
o	0.00372038123056	0.00371846827742	0.00497465424291	0.00486008032504	0.0377357275918	0.0352911345033	0.0403323219818	0.531425983075	0.337941286693
</S>	0.00399765461528	0.00457238378871	0.00537166412145	0.00533440816252	0.0433426317959	0.0529876722516	0.0250097649909	0.402067616538	0.457316218347
