 	avete	cucinato	le	verdure	</S>
m	0.98803654	0.00927610705	0.00160308855	0.000250530508	0.000833747725
a	0.80661563	0.186228325683	0.00575738725	0.000374682294667	0.00102396130833
r	0.479629943333	0.487574508561	0.0155670614167	0.000602820398222	0.0166256506361
è	0.287040237778	0.664046316187	0.0260166738056	0.000604418679407	0.022292357712
t	0.225080592593	0.740533318729	0.0246648686019	0.000556821393136	0.009164429004
s	0.194175130864	0.609262819576	0.184668612534	0.00239096476438	0.00950249360133
a	0.153415613621	0.334881194859	0.494479780845	0.00448772708813	0.0127357072004
t	0.117053973207	0.210697743286	0.639633260282	0.00418657036271	0.0284284534001
o	0.0933221097357	0.141861887762	0.725769250094	0.0049488311209	0.0340978914667
t	0.0604207025786	0.0629528929207	0.823843566698	0.0085132670403	0.0442695401556
a	0.0401718215262	0.0414199656402	0.855244305566	0.0153685826801	0.0477952827185
l	0.0298106511754	0.0298081108801	0.847339698522	0.0450094902267	0.0480320369062
à	0.0311265273918	0.12390208496	0.655484966174	0.144801891409	0.0446845384354
c	0.0403746284639	0.167009431653	0.561159795391	0.161126257136	0.0703298989451
h	0.038881963488	0.088834125551	0.708434018464	0.070511867212	0.0933380356484
a	0.0261990471627	0.0501241071837	0.616969656155	0.178311937237	0.128395271216
n	0.0147973480542	0.0234378793946	0.429128908718	0.306694252412	0.225941640405
a	0.0139090603514	0.0166646842982	0.376284866239	0.284824364137	0.308317046802
</S>	0.0145807886757	0.0158337938991	0.34368696812	0.274561892069	0.351336573401
