 	non	mi	aspetti	non	vengo	</S>
m	0.4728005769	0.01298055841	0.00530196785	0.00649985505	0.49449685665	0.00792018765
ì	0.410781510233	0.02372275041	0.0106463250167	0.00877969805	0.538458242217	0.00761151598333
m	0.439037306744	0.0291393032367	0.0124968536056	0.00984487478333	0.503248657406	0.00623301756111
e	0.405995805581	0.110891817512	0.00613168960187	0.0238427916944	0.448323641669	0.0048142659537
m	0.345329955527	0.138262995337	0.00359564817729	0.0293868928981	0.478248359756	0.0051761605179
ì	0.259762238842	0.076137901279	0.0047479015691	0.141390743299	0.505525541585	0.0124356868393
n	0.244061209614	0.0851499887597	0.0156163568564	0.267830554433	0.369218302195	0.0181236332798
i	0.105210061205	0.0944380762532	0.0302266032855	0.429892134811	0.314959536065	0.0252736184266
e	0.045812977735	0.0673627884177	0.0407078020952	0.665022461604	0.152993650688	0.0281002988089
n	0.0237952485783	0.0317239138059	0.0415488696984	0.548275623868	0.314843230229	0.039813094603
è	0.0481610161928	0.0368678609353	0.0421415465661	0.328710611289	0.476033386743	0.068085578201
r	0.0640756253976	0.0537102103118	0.0452002908554	0.26904496043	0.437495302248	0.130473616067
k	0.0471601384659	0.0613335481039	0.0682593969518	0.214085240143	0.317222644083	0.291939025356
o	0.029317830822	0.065037377368	0.105395332317	0.157216583381	0.160823242361	0.482209608452
m	0.013599754674	0.048014248456	0.093426437439	0.128754671127	0.297205871787	0.418998989484
e	0.009711025958	0.043838292152	0.075876640813	0.118820678709	0.332416820596	0.419336516495
</S>	0.011120159979	0.060125206076	0.0835702879065	0.103222416854	0.178159605298	0.563802308247
