 	devo	pulire	l	albero	</S>
è	0.897289525	0.096409351	0.002549794985	0.001143775065	0.002607508135
n	0.660632745	0.330720057	0.00362227706167	0.00163418582167	0.00339073887833
a	0.527722668333	0.464528179	0.00410212525389	0.00155154257389	0.00209550535944
k	0.412738219444	0.573971619667	0.00651335191796	0.00373566632463	0.00304116451981
a	0.330423169815	0.620974419889	0.039269309306	0.00561430360821	0.00371879603994
t	0.298924889938	0.621555329963	0.0546446734353	0.00905016470274	0.0158249430466
à	0.173858409979	0.657578806654	0.133368298145	0.0138726949009	0.0213218031822
r	0.137575153326	0.569772142218	0.222263516048	0.0595566566336	0.0108325364607
o	0.104384934442	0.405328830739	0.385927278683	0.0960157775445	0.00834318105357
t	0.0705076671473	0.194961480246	0.548432916228	0.178104517848	0.00799340918452
o	0.0377108167158	0.130119920082	0.566785205409	0.254078435949	0.0113056028948
n	0.0249309304053	0.092500622694	0.464091285136	0.40213809865	0.0163390292983
à	0.0282689896351	0.123155996898	0.357393428379	0.47508871955	0.0160928530994
r	0.0309275652117	0.134854676633	0.308195472793	0.509280916517	0.0167414000331
b	0.0139474987039	0.064956249211	0.190579367598	0.702278738839	0.0282381646777
u	0.0104781555346	0.050862045737	0.135525869199	0.652469032946	0.150664898893
r	0.0105183779449	0.0462488169123	0.103419434066	0.629537930982	0.210275446298
o	0.0160323020816	0.0489605539708	0.0911438156887	0.527102200327	0.316761128766
</S>	0.0245448375408	0.0664995019854	0.103717557844	0.328572985163	0.476665114383
