 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.99601703	0.001447414	0.00032159476	0.00018037703	0.00016709393	0.000351235855	0.0001872561665	0.0010113834365	0.0003166275705
f	0.917535263333	0.0688325777667	0.00898465892667	0.000582948213333	0.0002736487	0.00116425228833	0.000426635059833	0.00118235476983	0.0010176386705
è	0.792791771111	0.175564425922	0.0246412046422	0.000833405944444	0.000814022986667	0.00230833179611	0.000516737733278	0.00125511370861	0.0012749372735
n	0.61534732037	0.317615335307	0.0444215052141	0.00445927122148	0.00365312712889	0.00508516753204	0.00319037355776	0.00295857402154	0.00326929780783
e	0.34653919479	0.568875968436	0.0582481684047	0.00561003520716	0.00410847669796	0.00512954559068	0.00407066011625	0.00351184578385	0.00390605379294
t	0.176763866263	0.707170812812	0.102019811468	0.00362882920239	0.00185281595432	0.00317573717689	0.00177446993575	0.00160706237128	0.00200653485465
e	0.119028932088	0.636594037604	0.231105387156	0.00602094373413	0.00124269622811	0.00262952872563	0.00101780652092	0.000985227427093	0.00137543082555
k	0.0850995023627	0.571885045868	0.315290675719	0.0142006969114	0.0032670492527	0.00564027000854	0.00058932998264	0.000984719545698	0.00304272374918
a	0.0662265491209	0.443035418623	0.444809258573	0.0290465239705	0.0047010164509	0.00714592680285	0.00044936323488	0.000984545465233	0.00360136377806
o	0.0572562930403	0.284077942874	0.600523939524	0.0364951979902	0.00294095438363	0.0163286820676	0.000282766975627	0.000509302571744	0.00158489418769
l	0.0560686870134	0.192635580958	0.512326693175	0.18163503933	0.0188773969945	0.0283097973559	0.000818072215209	0.00114728675725	0.00818145446256
à	0.0424721916711	0.121803553653	0.417720924392	0.342688926443	0.0341790153315	0.0283103941186	0.0012103990384	0.00133143016575	0.0102831956875
d	0.027505600557	0.0863246458843	0.384859368131	0.382538542148	0.0529093574438	0.0582226863729	0.00230806747947	0.000668916918583	0.0046628486625
r	0.034535961519	0.0635886699614	0.271406239377	0.357813114049	0.0863632638146	0.176649945458	0.00551287965982	0.00113077958953	0.0029991457875
o	0.0404089098397	0.0546554549871	0.162913583126	0.352087544683	0.154315052605	0.224629481819	0.00750362308661	0.00130395611984	0.00218243759583
m	0.0262982077466	0.0360350846624	0.092003501042	0.381352934894	0.171376419535	0.27311240394	0.0153362438955	0.00253788202995	0.00194737553194
b	0.0160564143822	0.0233951372208	0.0567287563473	0.316754848298	0.129364461845	0.418277244647	0.0290499709652	0.00423008624332	0.00614308551065
ì	0.0200037317941	0.0270784667403	0.0473711981158	0.245301059433	0.178433113948	0.399919598216	0.0687295893217	0.00389391331444	0.00926931537022
k	0.0210168502647	0.0270969979134	0.0391831130386	0.182062806478	0.211269181316	0.428596516072	0.0807638544406	0.00387030570481	0.00614034962341
e	0.0161989927549	0.0193308093045	0.0256695140129	0.100793540493	0.138053320439	0.365641962024	0.29727540948	0.0164877437683	0.0205487015078
a	0.0104019012516	0.0122624112015	0.0150370796043	0.0427505359977	0.0596293641463	0.138438741341	0.655363736493	0.0384288632561	0.0276873738359
p	0.00631699148387	0.00701791063383	0.0091764434681	0.0209783694992	0.0264157683821	0.091562314447	0.657639455498	0.153089364419	0.0278033779453
ò	0.00719999156129	0.00834371767794	0.0108046084894	0.0174713071664	0.0177218221274	0.0743735038157	0.488052315166	0.32694182814	0.0490909359818
t	0.00829114085376	0.0135807988926	0.0157307804965	0.0199848930555	0.0208066300425	0.0622708582719	0.426201791722	0.352182042713	0.0809510819939
t	0.00752914195125	0.0157918966309	0.0188335638322	0.0232747273518	0.0241582806808	0.0621446407573	0.393830973907	0.276222957571	0.178213783998
u	0.00579333731708	0.0111418475436	0.0140186662774	0.0174792819173	0.0167889381269	0.0305846675858	0.310817954636	0.252242922524	0.341132354666
</S>	0.00515596815854	0.0077956192718	0.0094570526387	0.0112131256586	0.0104810044135	0.0182399247929	0.250380157318	0.260653751262	0.426623377333
