 	sono	stato	sempre	poveretti	</S>
ì	0.97287658	0.02059396185	0.00180483195	0.00189251235	0.00283218735
m	0.899269193333	0.0957704026167	0.00144142265	0.00119021561667	0.00232881105
e	0.840462264444	0.156290054206	0.00123984548333	0.000973799682223	0.00103407815333
s	0.600358661481	0.395513684735	0.00147624649444	0.000891184704074	0.00176028108778
t	0.302988400494	0.679747018245	0.00820349143148	0.00317563543469	0.00588546302926
a	0.359741573498	0.619764816082	0.0106759641438	0.00377546315823	0.00604216400309
m	0.320200177166	0.660713892027	0.00909792404793	0.00176217403274	0.0082258293277
m	0.193069311722	0.606742564009	0.153530537016	0.0150306243109	0.0316269557759
è	0.176943993907	0.458640808003	0.307090879005	0.022740408437	0.0345838717253
n	0.132413751302	0.590470856001	0.248930716335	0.0143252998123	0.0138593434751
a	0.111442565434	0.484969898667	0.376847472112	0.0179746022708	0.00876546925837
p	0.0688617632447	0.227784401556	0.657022510704	0.0246417780903	0.0216895470861
à	0.0372620551816	0.159325592519	0.612467540235	0.165629113363	0.0253157026954
n	0.0277932522605	0.18458179084	0.543411040078	0.228043369121	0.0161705578985
t	0.0162803904535	0.231689753613	0.509042576693	0.169216194374	0.0737711016328
a	0.0114236137512	0.168385969204	0.421282018898	0.247616571458	0.151291847211
t	0.0053033671004	0.0664474314013	0.379261332966	0.406335713819	0.142652165737
e	0.00280575078347	0.0327838284671	0.259746054322	0.59474312794	0.109921236579
c	0.00195597264782	0.0188624628224	0.155388966774	0.67923067598	0.144561883526
h	0.00115791596927	0.0168507962741	0.133534687591	0.687197275327	0.161259301175
ù	0.00209322125642	0.0163865740914	0.118663789197	0.733563541776	0.129292870392
d	0.00251916818547	0.0261385070305	0.0995458917323	0.736665280592	0.135131153464
d	0.00156996101182	0.0312047750102	0.112527295911	0.694144493531	0.160553487821
h	0.00226078292061	0.0432553856701	0.148348808637	0.598725621177	0.207409399274
i	0.00469516660687	0.04443914289	0.180586556212	0.401982463726	0.368296626425
</S>	0.00598023450343	0.028425475945	0.184428228106	0.289077531863	0.492088463212
