 	e	che	cucino	</S>
c	0.936056735	0.0236329115	0.0223254565	0.0179849041
e	0.653528665	0.295125768167	0.0164534245	0.0348921393667
p	0.362674908333	0.573748322722	0.0183857248333	0.0451910474556
u	0.266314919444	0.586590240907	0.0629921826111	0.0841026841519
m	0.151464416481	0.668519413636	0.0860608808704	0.0939553080506
a	0.10052243216	0.585424831212	0.184640336957	0.129412406017
r	0.120315904053	0.412336393737	0.275538035652	0.191809672006
è	0.150482571351	0.350009097912	0.309484011884	0.190024320669
o	0.10398081045	0.245526752637	0.329563520628	0.32092890689
</S>	0.064750705225	0.190750991318	0.291559035314	0.452939253445
