 	che	consuma	poco	benzina	</S>
n	0.9154126	0.07488515275	0.0050350367	0.00180382943	0.00286337105
a	0.89821411	0.09404063225	0.0039029391	0.00164008947	0.002202208756
k	0.694399666667	0.30006140875	0.0018754142	0.000704364643333	0.00295912219133
o	0.581217342222	0.412801572917	0.0022170946	0.000530157307778	0.00323382440044
n	0.496968482407	0.495731124306	0.00287817683333	0.000446218659259	0.00397598513681
s	0.310081639136	0.671982551435	0.00942473267778	0.000459462023086	0.00805161071227
u	0.268088223045	0.697541350478	0.0261757465593	0.0013175914877	0.00687707576076
m	0.164954661015	0.776790003493	0.0441812798531	0.0015282254759	0.0125457797769
è	0.117877547005	0.764680687831	0.0984908332844	0.00280769647197	0.0161431888256
t	0.137583015668	0.64217416261	0.207014954428	0.00440948125732	0.00881832264187
s	0.118709800889	0.406191147537	0.451009651476	0.0109822985191	0.0131070336806
i	0.0722098506297	0.189931505846	0.692493750492	0.0242505395064	0.0211143112269
a	0.0399442770432	0.094665985282	0.808654316831	0.0387040385021	0.0180313440756
l	0.0176416928477	0.129947708427	0.691309288944	0.122458256167	0.0386430136919
ì	0.0214730682826	0.164455546142	0.431070212981	0.335466392056	0.0475347378973
o	0.0201873681275	0.093874909714	0.357103250994	0.490198997352	0.0386354469658
b	0.00984639407583	0.0930689375713	0.309761566998	0.470051319117	0.117271773322
e	0.00901136102528	0.0877963845238	0.211566092333	0.416793973039	0.274832187774
n	0.00844416380843	0.0689418735079	0.128692756444	0.51277891768	0.281142262591
z	0.00694542886948	0.064310560836	0.0808003044813	0.55526936256	0.29267430753
ì	0.0143514137565	0.0410502599453	0.0772243114938	0.46100405752	0.40636991251
n	0.0252737432522	0.0611210666484	0.121892793831	0.371132702507	0.420579627503
a	0.0236749544174	0.0613898288828	0.120084896944	0.250438574169	0.544411705834
</S>	0.0181399572087	0.0375171544414	0.073642186972	0.194435962085	0.676264727917
