 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.987730025	0.0075670968	0.001464027935	0.001236745175	0.00110546685	0.000896672865
c	0.943693655	0.0522119886	0.00174981266833	0.001295459175	0.00056056865	0.000488504245
h	0.655751978333	0.3350518762	0.00407631168944	0.003442240925	0.000978218083333	0.000699381328333
e	0.387632719444	0.602643892067	0.00390714434315	0.003890774475	0.00115119832778	0.000774318412778
p	0.246056620148	0.749191384022	0.00194197649438	0.00184186640167	0.000626721385927	0.000341481835926
o	0.143164610383	0.853610768007	0.00201004009813	0.000773290157223	0.000288589758642	0.000152759274975
l	0.128709010128	0.820884442669	0.045383502366	0.00183142066574	0.000530163739547	0.00266153212632
e	0.211532163376	0.706160727556	0.0755357207887	0.00254356408858	0.000632966646516	0.00359492036544
m	0.222262504125	0.530846695852	0.236362950263	0.00630106789619	0.000573677415505	0.00365312964515
ì	0.117304981042	0.432337938617	0.430246616754	0.0135639046321	0.00125881827183	0.00528775011505
s	0.094448356014	0.462300246206	0.423341778918	0.013875901544	0.00170253245728	0.00433121867168
o	0.0953539076713	0.378772227069	0.472413129639	0.048827030848	0.00155804705243	0.00307567495723
n	0.0764619382904	0.18180807469	0.67726342988	0.0606678762827	0.00143940165081	0.00235928588574
t	0.0335050128301	0.147897845563	0.732403976627	0.0677316600942	0.0150431986503	0.00341831036191
a	0.0270966562767	0.125856051854	0.570155282209	0.247142286698	0.0240071338834	0.0057425817873
ò	0.0189439252256	0.0566299079513	0.534227650736	0.360949098899	0.0242861816278	0.00496324639577
l	0.0122455805419	0.0687804719838	0.609713633579	0.275658259633	0.0280987588759	0.00550333476526
i	0.0135226188473	0.0682001679946	0.44198050886	0.422441993211	0.0393656449586	0.0144890575884
t	0.0095409667491	0.0343553236649	0.226976627287	0.654953184404	0.0538523283195	0.0203215515295
i	0.0058466362497	0.021713362055	0.146965122429	0.638980568135	0.13886165744	0.0476326631765
n	0.00457500112657	0.013662657185	0.0928052474763	0.555530986045	0.270788259147	0.0626378513922
a	0.00364838875219	0.0111612280617	0.0765764134921	0.422432418682	0.417668886382	0.0685126647974
d	0.0031108744974	0.0072089166539	0.0497187128307	0.233980241894	0.619764178794	0.0862170389325
d	0.00157412037913	0.00937866051797	0.0388678216102	0.144352432965	0.663494742931	0.142332184977
o	0.00233597495971	0.025819973506	0.0370351172034	0.137772779655	0.565060097644	0.231976038326
m	0.00300021995324	0.0279613786687	0.0433595930678	0.100981241885	0.550517849215	0.274179729442
à	0.00736887961775	0.0473309710562	0.103661385023	0.096067737295	0.528571983072	0.216999069814
d	0.00992810743925	0.0605184490187	0.144920101674	0.119490375765	0.524916161024	0.140226813271
a	0.00817269854642	0.0340677956729	0.121146050558	0.154786568588	0.467271997008	0.21455490109
</S>	0.00843720802321	0.0236514918364	0.109603050279	0.192000374294	0.367918663504	0.298389225545
