 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.74986028	0.058224466	0.125516075	0.00766233655	0.01120983875	0.0218338425	0.00449670475	0.007069254	0.01412725425
ò	0.77390506	0.0813259926667	0.105135589867	0.00320125713333	0.00808461275667	0.0116457320333	0.00293808931667	0.00449888865333	0.00926486261
t	0.63772783	0.184172580889	0.109534811489	0.00787553362778	0.0303756152589	0.0163076922111	0.00504595167222	0.00514611120444	0.00381393696333
t	0.356928453333	0.263112946963	0.224292537163	0.0334318702093	0.0585539280863	0.0335849560704	0.0117591875574	0.00859661506815	0.00973952722111
i	0.184164487778	0.460230315654	0.225966572388	0.0352370561298	0.0402943277944	0.0269900023425	0.00996345225047	0.00613968609905	0.0110140991894
è	0.0873890092593	0.489546435218	0.379563184129	0.0119166840833	0.0134580736471	0.0090104621965	0.00335008188816	0.00205642829102	0.00370960264713
t	0.0631318764198	0.353966431739	0.54463249471	0.0226413273411	0.00659806493237	0.00449240516217	0.00164103763605	0.00101446249867	0.00188186031738
t	0.0711628188066	0.291408133913	0.408975308237	0.130212292447	0.0447874680775	0.0343626897207	0.00674580681202	0.00493612938622	0.00740933773913
a	0.0480475186022	0.184719691304	0.492143396079	0.154265513482	0.0554480571208	0.0428491044009	0.00795815239734	0.00592140698124	0.00864714076404
s	0.0234601628674	0.124712955101	0.72243504536	0.0805863571607	0.0224571461353	0.016985553461	0.00322301165911	0.00246917491291	0.00367056927235
e	0.0205822362891	0.0821709097003	0.568265868453	0.30371096572	0.0118330889784	0.00842845395367	0.00166939708637	0.0013221189763	0.00201692616612
o	0.015835011863	0.0528538727668	0.256447034151	0.65429433524	0.0155554925928	0.00319564445122	0.000628175662123	0.0004571878291	0.000733228890707
G	0.0317166993877	0.0482382171223	0.21724801605	0.527359387413	0.0668950461976	0.0983732226504	0.00139242038737	0.0023151381747	0.0064618575569
i	0.0398153841292	0.0559082207074	0.230773318683	0.451790691471	0.0781837553992	0.130423454083	0.00176381078579	0.00294347374957	0.00839791417563
o	0.0208793540431	0.0385180155691	0.145611736228	0.456876008824	0.195737155133	0.0968571678943	0.0053432039186	0.00526141827452	0.0349160007152
v	0.067267439681	0.0569685621897	0.138067675409	0.211600764608	0.252187700044	0.158116799298	0.0158736856395	0.0139017387582	0.0860156835717
à	0.0827063415603	0.0636609033966	0.131440715136	0.379916038203	0.116873748681	0.126829395099	0.0149029234032	0.0125326809841	0.0711372828072
n	0.0445803921868	0.0509116471322	0.0836807663787	0.465422709401	0.14878351656	0.139945620366	0.0214693669911	0.016454495726	0.0287514732191
n	0.0329241327289	0.0430476047107	0.0574316444596	0.3358226998	0.254277158853	0.204244443455	0.0299586423304	0.0236626759087	0.0186309437397
i	0.0183381377763	0.0255832982369	0.0404346648199	0.4456045466	0.286318199618	0.140187341152	0.0174629354101	0.0139415300362	0.0121293263799
e	0.00829143906543	0.0143475620256	0.02776474124	0.3553540442	0.468739593206	0.107093340384	0.0070700546367	0.00495124807207	0.00638800462663
A	0.00324986062848	0.00723239278853	0.0176111660467	0.1944785934	0.666453464402	0.102953730128	0.00280834254557	0.00203696978402	0.00317550810888
n	0.00343919544283	0.00672793676284	0.0274674560156	0.194849421133	0.655078511467	0.102047766709	0.00295143098186	0.00252027426134	0.00491802090296
n	0.00436041784761	0.00555547675428	0.0242838130052	0.151154403711	0.639264437156	0.141751468903	0.0102276793273	0.00994430998711	0.0134579866343
a	0.00323628768254	0.00403919275143	0.0119691403351	0.082088623237	0.576547762385	0.236457226301	0.0359353047758	0.0148188869957	0.0349075475448
ì	0.00162694665085	0.00232915830048	0.00675779677837	0.034955558579	0.376374640795	0.4943460921	0.0383131649919	0.0106884646652	0.0346081596149
s	0.00158788870695	0.00244004365016	0.00712288292612	0.0354310683597	0.287449726932	0.605204874033	0.0250962367306	0.0123433285551	0.0233239669716
t	0.00354881510232	0.00441208528339	0.00898608830871	0.0511959501199	0.304175128977	0.471224904678	0.0530507089102	0.0350846205184	0.0683217423239
i	0.00358023843411	0.00429942406113	0.0069663053029	0.0369994642733	0.204915750326	0.391631058226	0.17366861797	0.0588430068395	0.119096187441
g	0.00162431827804	0.00224752157704	0.00415658285763	0.0157369000911	0.107627050775	0.334337216075	0.29746440599	0.112488525613	0.124317529147
g	0.00072647019268	0.000982052722347	0.00188871037588	0.00867263779703	0.0842697235917	0.292342892025	0.300441701997	0.193775045204	0.116900793049
h	0.00055111447756	0.000964009780782	0.00270944172529	0.00815835559901	0.0764302311972	0.284244317342	0.266339163999	0.264885205068	0.095718159683
e	0.000880006505853	0.00147176932693	0.0034153699751	0.00865308019967	0.0534523210657	0.187227863781	0.290507534666	0.305999525023	0.148392531894
c	0.000968372545284	0.00140223924231	0.0025128778917	0.00703323933322	0.0307558670219	0.0902970425937	0.269801271555	0.361493358341	0.235735773965
è	0.00136309189176	0.00179834818077	0.00266283729723	0.0116174533777	0.0299000710073	0.0633976441979	0.197468303852	0.443542719447	0.248249564655
p	0.00177013786392	0.00273518106026	0.00513818019908	0.0150017811259	0.0420311363358	0.0602892213993	0.162293337951	0.481748759816	0.228992254885
l	0.00142146352131	0.00266438142009	0.00638647439969	0.0165845687086	0.0513824701119	0.114876027133	0.136055795984	0.399527209939	0.271101591628
o	0.0015487940071	0.00229203957336	0.00450869703323	0.0165004514362	0.035801194704	0.105551959711	0.123323248661	0.344922766646	0.365550830543
n	0.00199430790237	0.00255174445779	0.00439582107774	0.0133425210121	0.037054871568	0.058917362237	0.0948122695537	0.413249615549	0.373681483514
n	0.00280073070079	0.0034166471526	0.00568300299258	0.0247002173374	0.0612882271893	0.067768479079	0.0694357931846	0.439700185183	0.325206701171
e	0.00297191700026	0.00340042271753	0.00476924743086	0.0257182164458	0.0510967750631	0.053156963693	0.0692246010615	0.464076441728	0.32558540039
</S>	0.00252670030013	0.00288225750876	0.00366277816543	0.0168100027229	0.0313934565315	0.0323804278465	0.0700394655307	0.494124720864	0.346180200195
