 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.992438865	0.0029785552	0.001935949665	0.00110891785	0.001089611925	0.000448065525
c	0.891104085	0.0952415998667	0.003944982965	0.00577594061667	0.00345193959167	0.000481366635
h	0.577275785	0.391157259956	0.007533997655	0.0167662542056	0.00601066163056	0.00125593886833
a	0.410956948333	0.552847186652	0.007234679885	0.0200528062352	0.00703428231019	0.00187400268944
n	0.347099839444	0.619868712217	0.00729808262833	0.0170944085784	0.00606763483673	0.00257125682981
a	0.172815085481	0.790647370739	0.0127856442094	0.0170034645261	0.00423644934558	0.00251191950994
v	0.088481648827	0.759821690246	0.0625959840698	0.0411087905087	0.0198406194485	0.0281512419366
o	0.0720457692757	0.686379930082	0.11000453469	0.0677814535029	0.0262939684828	0.0374943761789
r	0.0659037014252	0.570601033361	0.19723198823	0.0702705578343	0.0329981328276	0.0629946409263
à	0.0561991924751	0.405280594454	0.337443086077	0.0811062226114	0.0467880596092	0.0731828623088
s	0.0445943914917	0.396438581485	0.420335295359	0.0770687522038	0.0316400647364	0.0299229117696
o	0.0420394184972	0.323728303828	0.383295398453	0.196595732068	0.0326443577788	0.0216967839232
t	0.0342376249657	0.165719379943	0.484279426151	0.257065107356	0.0378128252596	0.0208856083077
s	0.0170465801219	0.091728133981	0.58000610205	0.223284915785	0.0441998510865	0.0437343904359
o	0.0158938990406	0.0597864696603	0.401359154017	0.271014288595	0.123291783696	0.128654378479
m	0.0121722638135	0.0259477473534	0.423958561339	0.250751976198	0.143709492565	0.143459924493
ì	0.00833325873783	0.0212342889178	0.39379537378	0.310423812066	0.170104878855	0.0961083464977
k	0.0104768769126	0.0341260683059	0.25765561126	0.348346030689	0.232840096285	0.116555288833
u	0.0121580956375	0.0332069227686	0.19472428842	0.230690323563	0.256539575428	0.272680796278
à	0.0100827755458	0.0232578962562	0.07735170414	0.184711924521	0.420809475143	0.283786231426
i	0.0049935777486	0.0177791834187	0.0430251980467	0.196105338174	0.580281391714	0.157815296475
m	0.00332411374953	0.0129071564729	0.0456784393489	0.187899646058	0.596617380571	0.153573238825
è	0.00529246284984	0.0300706148243	0.0485779411163	0.192834168686	0.604980143524	0.118244651275
r	0.00921190594995	0.0397923136081	0.0508388600388	0.164224622895	0.627296147841	0.108636152092
i	0.0141406673167	0.0276512572027	0.0457931206796	0.101011996632	0.457692085947	0.353710900697
</S>	0.0170712721584	0.0249554196014	0.0337046838398	0.068614861816	0.283298897973	0.572354900349
