 	non	aveva	dove	aveva	per	stare	</S>
e	0.95628515	0.0362545014	0.00197897265	0.00167004525	0.0007617194	0.00188995685	0.00115967795
n	0.65320343	0.310089057133	0.0239741320833	0.00553195161667	0.0017001	0.00267637948333	0.00282495085
ì	0.33075571	0.577433139044	0.0740951486944	0.0102394748722	0.00181150982333	0.00248167556111	0.00318335795
c	0.214606301333	0.592918333015	0.165111479565	0.0235279809574	0.00105064319778	0.00124167497704	0.00154360435333
h	0.115572441778	0.457208081005	0.356801193188	0.0657527369858	0.00245181876593	0.00103720048235	0.00117652038778
e	0.0682516272593	0.282624897002	0.548133851063	0.0962144873286	0.00286674872198	0.000899486460783	0.00100887195259
p	0.0343923924198	0.195868565667	0.566610217021	0.195439600776	0.00455138004066	0.00219659868693	0.000941173940863
u	0.0303198191399	0.116122066222	0.40794546234	0.426509933592	0.0146762146802	0.00339173436231	0.00103469470695
ì	0.0306429240466	0.073341182074	0.22822993078	0.623486091197	0.0399278455601	0.00337123468744	0.00100075996232
c	0.0211364576822	0.0443276920247	0.118327360593	0.740568863732	0.0716121818534	0.00301727032915	0.00101017980411
h	0.0350871328941	0.0297248403416	0.064753080531	0.611717091244	0.248821787284	0.00698595010972	0.00291014251804
e	0.0391905349647	0.0315123054472	0.048250588177	0.313775020415	0.544490795761	0.0158859023699	0.00689485763935
n	0.0167421526549	0.0251764086491	0.028696293059	0.148094565472	0.74476391192	0.0265939484566	0.00993274887978
a	0.00922185455163	0.013637327383	0.014323796353	0.070381243824	0.61282180064	0.258765201486	0.0208488436266
s	0.00782637651721	0.0116531957943	0.0109520441177	0.0398373402747	0.43430871688	0.461489933829	0.0339324458755
t	0.0085423591724	0.0101798304314	0.0100596260392	0.0358507100916	0.422472692293	0.454255467943	0.0586393459585
a	0.00684128542413	0.0067437510438	0.00719442597973	0.0237091375639	0.274929735764	0.578494579314	0.10208708532
t	0.00508750897471	0.00652012874793	0.00588788262658	0.0165318397213	0.160951483588	0.667891879771	0.13712924844
ì	0.0052939373249	0.00655435201598	0.00588598920886	0.0153403855738	0.128714574529	0.720678893257	0.11753185448
</S>	0.00469159496245	0.00511724215799	0.00470007360443	0.0116593802869	0.0962015772645	0.792611166629	0.08501898474
