 	era	molto	stanco	</S>
ì	0.8299033	0.0790288565	0.0616530299	0.029414802
o	0.901146853333	0.0632543031667	0.021144376	0.01445452029
n	0.878936794444	0.106101857722	0.0084899251	0.00647150998667
e	0.573820859815	0.418123925907	0.00426265037667	0.00379262931556
p	0.235531656938	0.753612745302	0.00606188446889	0.00479372649185
o	0.172113920979	0.807483465101	0.0114866331563	0.00891595583062
d	0.145520106993	0.732090538367	0.0932089033854	0.0291804342769
d	0.0879962636643	0.663445772789	0.137687219462	0.110870721426
h	0.0530635418881	0.506360124263	0.305297571487	0.135278737142
ì	0.0598961766294	0.419311031421	0.440166957162	0.0806258403807
s	0.0748184942098	0.38153598714	0.491990185721	0.0516553401269
t	0.0504661270699	0.254065125713	0.601273561907	0.0941951853756
r	0.0243165488566	0.203272775238	0.588656287302	0.183754388459
à	0.0239180557855	0.129905760746	0.450538895767	0.39563726282
k	0.0242014272618	0.065822013582	0.488886831922	0.42108967094
k	0.0104600160206	0.044247330194	0.721167810641	0.224124773647
o	0.0084432374402	0.0256125809313	0.53750429588	0.428439834549
</S>	0.0107799694701	0.0153777647656	0.29619198644	0.677650232274
